temps,interieur_recipient,interieur_serre,ambiance,contre_recipient
6294,32.0595474,33.9816322,31.0901356,34.4478951
6295,32.0560646,33.9959259,31.0861492,34.4502563
6296,32.0579872,33.9888077,31.1770859,34.4522324
6297,32.0572624,34.0116043,31.3301449,34.4435883
6298,32.0449524,34.010994,31.284071,34.4355812
6299,32.0525551,33.9998703,31.1049938,34.4259949
6300,32.0581818,33.989666,30.8645134,34.4352188
6301,32.0695,33.9684334,30.8869877,34.3782158
6302,32.0701103,33.9676285,30.8607769,34.3542023
6303,32.0568275,33.9631233,30.8554516,34.3530083
6304,32.0046539,33.9506111,30.9220943,34.3563995
6305,32.0102272,33.9659309,30.9484997,34.3299942
6306,32.0041809,33.9503059,31.0500717,34.3331909
6307,32.0025673,33.9378777,31.0832481,34.3333855
6308,31.9897804,33.9274216,31.1723728,34.3251038
6309,31.9943504,33.9203339,31.2750111,34.2985039
6310,32.0025101,33.9063187,31.3126411,34.2765465
6311,31.9946003,33.895504,31.3272724,34.2633705
6312,31.9900589,33.8767052,31.2772961,34.2641754
6313,31.9916477,33.8496513,31.2618542,34.2085304
6314,31.995575,33.8219261,30.9438705,34.1820641
6315,31.9952965,33.7947884,30.8319149,34.1416206
6316,32.005909,33.7529907,30.7077332,34.115654
6317,32.0010071,33.7280159,30.7587948,34.0405083
6318,31.9960747,33.6608543,30.90238,33.9740028
6319,32.0010071,33.5892906,30.6140766,33.9095268
6320,32.0084152,33.5617294,30.54072,33.8737411
6321,32.0025673,33.5303268,30.5995445,33.8068924
6322,32.0071068,33.5055962,30.6576424,33.7991333
6323,31.9963264,33.4899368,30.6307278,33.7477455
6324,32.014904,33.5021744,30.6110649,33.7339516
6325,32.0002251,33.5270691,30.5327129,33.7238007
6326,31.9974689,33.5247345,30.4063206,33.7088661
6327,31.9862995,33.5323563,30.494276,33.6999931
6328,32.0110626,33.5398369,30.616642,33.6819191
6329,32.0055466,33.5436478,30.7407246,33.6620598
6330,32.0054626,33.5277672,30.8451042,33.6437607
6331,32.0000038,33.5088806,30.9268341,33.607048
6332,31.9972191,33.5085449,31.0042896,33.577816
6333,32.0133743,33.4828453,31.0406475,33.552784
6334,32.0087204,33.4946098,31.0056572,33.5701103
6335,32.0056305,33.495472,30.7820816,33.5567894
6336,32.0035133,33.497448,30.5551682,33.5661392
6337,32.0255814,33.508625,30.2463036,33.5449142
6338,32.0469742,33.5120201,30.1582165,33.5526199
6339,32.0535736,33.5065689,30.2236767,33.5238037
6340,32.0796165,33.5200844,30.0380287,33.5220795
6341,32.1266861,33.5239258,30.0572014,33.5154877
6342,32.1458473,33.5203629,30.0854969,33.5029144
6343,32.1113663,33.5258713,30.0668278,33.5149307
6344,32.1207809,33.5353012,30.0912743,33.5144043
6345,32.1325645,33.5439224,30.1600304,33.4986305
6346,32.1249313,33.5469551,30.2045078,33.4960175
6347,32.1369629,33.5427818,30.355114,33.4936523
6348,32.1279678,33.5578842,30.4074497,33.4831123
6349,32.120533,33.5666733,30.408287,33.4698982
6350,32.1105881,33.562336,30.3235321,33.4810257
6351,32.1259346,33.5462875,30.1744843,33.4627762
6352,32.127327,33.5491257,30.1703835,33.4660873
6353,32.117466,33.5454254,30.2249298,33.4329834
6354,32.1063805,33.5461197,30.2421455,33.4314575
6355,32.130024,33.5398979,30.430397,33.4099541
6356,32.134758,33.5566711,30.4065723,33.4153252
6357,32.111866,33.5562248,30.3892212,33.407589
6358,32.1448135,33.5519981,30.367878,33.4196625
6359,32.1325569,33.5467148,30.3798752,33.3886757
6360,32.1072121,33.5385933,30.3048286,33.360939
6361,32.1043739,33.5239601,30.5688362,33.3549309
6362,32.1162376,33.5202065,30.6407413,33.3508415
6363,32.1256218,33.5052147,30.5662994,33.3252449
6364,32.1102486,33.4829063,30.4579029,33.3182068
6365,32.1309166,33.4644089,30.4950867,33.2982864
6366,32.1441994,33.4461327,30.4018307,33.2867126
6367,32.1281586,33.421627,30.1673851,33.2557755
6368,32.13097,33.4229622,30.1726589,33.240696
6369,32.1313591,33.4015121,30.1164322,33.2083664
6370,32.1432533,33.3868256,30.0111713,33.1858559
6371,32.1323891,33.3704643,29.8482323,33.1777611
6372,32.1308861,33.3573647,29.893671,33.1606827
6373,32.123558,33.3401871,30.0215645,33.137394
6374,32.1317444,33.3189049,30.1576309,33.1231461
6375,32.1300735,33.3068047,30.2830505,33.0967407
6376,32.1307983,33.2931442,30.3158875,33.0907593
6377,32.1169281,33.2930336,30.3327942,33.081768
6378,32.1203003,33.2767563,30.2996502,33.0617638
6379,32.1239471,33.2695503,30.4335613,33.0464287
6380,32.1059265,33.2642097,30.5290737,33.0392227
6381,32.1001053,33.2648773,30.6251068,33.0411148
6382,32.1087418,33.2843246,30.6844025,33.0571442
6383,32.1019707,33.333065,30.7213001,33.0788193
6384,32.1084328,33.3145676,30.8315945,33.0799599
6385,32.099884,33.3097534,30.9256477,33.1034164
6386,32.0934219,33.2894707,30.9456959,33.1040878
6387,32.0938683,33.287468,30.9729939,33.1164131
6388,32.1106606,33.2746429,30.9844532,33.1018028
6389,32.0966797,33.2443428,31.0417747,33.0966568
6390,32.0886841,33.2335777,30.9345417,33.0979958
6391,32.0978966,33.2276306,30.8541965,33.0740623
6392,32.0966721,33.2294655,30.8173046,33.0772934
6393,32.1007957,33.2208672,30.813261,33.0715866
6394,32.1016579,33.2131348,30.751379,33.0594826
6395,32.1056976,33.2132988,30.7758083,33.0499382
6396,32.1007652,33.2106857,30.8137341,33.0546684
6397,32.0924644,33.2095718,30.9547729,33.0479889
6398,32.1005173,33.211853,31.0673294,33.0321579
6399,32.0965042,33.217308,31.1942577,33.0249214
6400,32.1037445,33.2108231,31.2923775,33.0132904
6401,32.0906563,33.2115746,31.2992344,33.0088081
6402,32.0951118,33.1968002,31.2016449,32.9772797
6403,32.0994568,33.1805801,31.3137569,32.9504509
6404,32.095726,33.1814995,31.3919926,32.9407654
6405,32.0985107,33.1577644,31.457655,32.9436607
6406,32.0978127,33.1507263,31.4756298,32.9146309
6407,32.1117134,33.1464653,31.4500179,32.8934822
6408,32.1034393,33.1395111,31.4000759,32.9089165
6409,32.1129189,33.1398926,31.2222233,32.8785248
6410,32.1181831,33.112957,30.9593811,32.8725967
6411,32.1073494,33.0985184,30.934761,32.8689232
6412,32.1177673,33.0970154,30.8225536,32.8461571
6413,32.1214981,33.0708008,30.8491287,32.835022
6414,32.1095505,33.0603104,30.7990456,32.828064
6415,32.1214981,33.0521851,30.606638,32.8187408
6416,32.1159821,33.0527687,30.6483364,32.8104477
6417,32.1259003,33.0370483,30.6594639,32.8050194
6418,32.1146202,33.0265846,30.7330914,32.7936325
6419,32.1031418,33.010891,30.8176746,32.7684174
6420,32.1013069,32.9965858,30.7635174,32.7790222
6421,32.117878,32.9861755,30.7998257,32.7669411
6422,32.1141167,32.9777718,30.7991581,32.7532196
6423,32.1150665,32.969368,30.8751183,32.7404709
6424,32.1273727,32.9569855,30.9072685,32.7257156
6425,32.1102448,32.9344406,30.9652348,32.7212067
6426,32.1173744,32.9201927,30.9833298,32.7367783
6427,32.1245422,32.907177,31.0723076,32.7177658
6428,32.1160469,32.8931236,31.1134567,32.7202148
6429,32.1064682,32.898632,31.1328888,32.7136154
6430,32.1153526,32.9033623,31.2058697,32.703373
6431,32.1032372,32.8863602,31.3249779,32.6930199
6432,32.1109772,32.8945427,31.4016514,32.698864
6433,32.1047974,32.9356461,31.5041275,32.7351608
6434,32.1039314,32.9680405,31.5997658,32.7426491
6435,32.1028442,33.0505257,31.6651382,32.7938652
6436,32.0999794,33.0959091,31.7224522,32.8372879
6437,32.0879173,33.1391525,31.8230572,32.8731918
6438,32.0953255,33.1868973,31.8481865,32.9128494
6439,32.1022873,33.2178383,31.88521,32.9392052
6440,32.0855217,33.2458839,31.9332638,32.9761925
6441,32.0885849,33.2712555,32.0177498,33.0208282
6442,32.0931244,33.287838,32.0743217,33.0517464
6443,32.0918427,33.3376656,32.1138153,33.1147728
6444,32.0938225,33.3809509,32.0764656,33.1617546
6445,32.1020355,33.4202957,32.1033974,33.2035179
6446,32.0988045,33.4440804,32.1432533,33.2350121
6447,32.1124229,33.4690857,32.2017403,33.2494545
6448,32.1002808,33.49123,32.2138557,33.2861214
6449,32.1096649,33.5234947,32.0687485,33.3049278
6450,32.1114197,33.5479431,32.0273323,33.335392
6451,32.0993614,33.5661049,31.8962955,33.3466873
6452,32.1064644,33.5753403,31.8286839,33.3745079
6453,32.1011696,33.5925293,31.8705292,33.4015198
6454,32.1191635,33.5660515,31.7394733,33.4242744
6455,32.1087456,33.5263023,31.604948,33.4347343
6456,32.0987473,33.5032997,31.4777355,33.4504509
6457,32.1073837,33.4775162,31.3217983,33.4670563
6458,32.1140671,33.471283,31.3735008,33.4848022
6459,32.1156273,33.4470558,31.3789921,33.5011024
6460,32.1058502,33.4340096,31.332056,33.5091972
6461,32.1037331,33.4159851,31.2007942,33.5294189
6462,32.1096382,33.4104195,31.1981182,33.5633354
6463,32.1165962,33.3661537,31.0989437,33.5789948
6464,32.1861687,33.3356628,31.0389481,33.5928459
6465,32.2484131,33.3257027,31.053669,33.5975723
6466,32.1921844,33.3347168,31.0541706,33.6202393
6467,32.1844978,33.3438721,31.1279373,33.6177101
6468,32.1781769,33.3598404,31.2039299,33.6279182
6469,32.1751137,33.3729134,31.3005447,33.646244
6470,32.1645279,33.3869629,31.3245144,33.6409035
6471,32.1538353,33.3949165,31.318718,33.6467743
6472,32.1557846,33.4107208,31.3684692,33.6649055
6473,32.1578979,33.4326668,31.4616127,33.654644
6474,32.168232,33.4197617,31.4768562,33.6521683
6475,32.1618004,33.3808708,31.5584526,33.6499443
6476,32.1571198,33.3907166,31.6258316,33.650444
6477,32.1474266,33.4144478,31.6601887,33.6556168
6478,32.1558685,33.4336395,31.6658726,33.6583443
6479,32.1470947,33.4605141,31.72369,33.6744461
6480,32.1556168,33.4855194,31.7748985,33.6998329
6481,32.1666412,33.5141373,31.8336525,33.7070923
6482,32.1705132,33.5464325,31.8542137,33.7047272
6483,32.1585121,33.5475159,31.8247662,33.7150459
6484,32.1717949,33.5522156,31.9119072,33.7289505
6485,32.1671982,33.5884018,32.0206833,33.7509499
6486,32.1585922,33.5960503,32.0497627,33.7585411
6487,32.1720734,33.6102371,32.073246,33.7602348
6488,32.1788406,33.6102371,32.0685654,33.7608757
6489,32.1685066,33.6217499,32.0501518,33.7787018
6490,32.1670036,33.6324005,32.012104,33.7762527
6491,32.1599846,33.6485901,31.8974209,33.8010864
6492,32.1675606,33.6767044,31.9106541,33.8014221
6493,32.1629677,33.6846046,31.8211441,33.8097916
6494,32.1606255,33.6995659,31.5071754,33.8293686
6495,32.1648026,33.7035713,30.92449,33.8228874
6496,32.1714058,33.7216759,30.8483105,33.8437691
6497,32.1692581,33.730545,31.0517693,33.8483849
6498,32.169899,33.7219238,31.1277676,33.8537216
6499,32.1783638,33.7465324,31.3301105,33.87463
6500,32.1677513,33.743084,31.4444103,33.8748817
6501,32.1760521,33.7310143,31.5386887,33.8946228
6502,32.1581993,33.7321014,31.6215343,33.8886452
6503,32.1746864,33.7287903,31.7106705,33.9084702
6504,32.1828194,33.7016487,31.7340183,33.9018517
6505,32.163269,33.6772881,31.6260204,33.9263763
6506,32.178112,33.6819305,31.6425991,33.9217606
6507,32.1735458,33.6562347,31.6160736,33.9308243
6508,32.1677246,33.64711,31.6382256,33.9196777
6509,32.1768875,33.6266708,31.5653019,33.931881
6510,32.1803703,33.6130981,31.3954144,33.9324646
6511,32.1711502,33.5914307,31.3082294,33.9328003
6512,32.1732941,33.5939903,31.1285992,33.9381371
6513,32.1682816,33.5922356,31.2081337,33.9334106
6514,32.172123,33.5968819,31.3069763,33.9189796
6515,32.1810341,33.6006355,31.2960205,33.9282112
6516,32.172905,33.6006927,31.3602943,33.9506149
6517,32.1907692,33.6305313,31.2417603,33.9590111
6518,32.1917992,33.6416817,31.0582714,33.9545898
6519,32.194725,33.6420174,30.9459648,33.9562302
6520,32.188652,33.6497192,30.8507404,33.9666557
6521,32.1928024,33.6123123,30.4786568,33.9572868
6522,32.1898499,33.5965424,30.368494,33.9500313
6523,32.1970634,33.5596619,30.3171883,33.9656563
6524,32.1934166,33.5698128,30.4071598,33.9643784
6525,32.199234,33.567646,30.5313492,33.9638786
6526,32.2028008,33.5839424,30.7202301,33.9729118
6527,32.2030792,33.6132317,30.5847092,33.9645996
6528,32.2085915,33.5928459,30.6702805,33.9834213
6529,32.2029953,33.5989075,30.7762566,33.9741364
6530,32.1983719,33.6092529,30.902132,33.9656563
6531,32.1920776,33.6137314,31.0271835,33.9733009
6532,32.1992645,33.6237183,31.020298,33.9560356
6533,32.191185,33.6191254,31.050909,33.9711342
6534,32.1862564,33.635952,30.984024,33.9884567
6535,32.2100067,33.6648026,30.8964024,33.9953232
6536,32.1978645,33.6888313,30.8045464,33.9800034
6537,32.2127914,33.7112465,30.4284306,34.0006065
6538,32.2034073,33.7313499,30.3543911,34.0013847
6539,32.2190285,33.7348289,30.2548161,33.9885941
6540,32.205719,33.7554359,30.3377914,33.9992409
6541,32.2168274,33.7655563,30.2225056,33.9938774
6542,32.2144356,33.7964249,30.2670364,34.0079155
6543,32.2221222,33.8045425,30.4227962,34.0022163
6544,32.2227898,33.797287,30.5726166,34.0130882
6545,32.2053261,33.8126373,30.7375889,34.006916
6546,32.2122612,33.8201981,30.8654213,34.0194817
6547,32.2264099,33.8537369,31.0313244,34.036747
6548,32.217804,33.8579597,31.1187248,34.0226517
6549,32.2232361,33.857296,31.2166023,34.0222893
6550,32.2211456,33.8647728,31.2819118,34.0289078
6551,32.2060814,33.8682785,31.3031807,34.0386963
6552,32.2112045,33.8586006,31.2649097,34.0507927
6553,32.2365227,33.8660583,31.0884266,34.0508461
6554,32.2285309,33.8599129,31.0425644,34.0519333
6555,32.2332077,33.8688087,30.975399,34.0644989
6556,32.236412,33.865612,30.9769878,34.0554619
6557,32.2282524,33.8628578,30.9488277,34.0618286
6558,32.2256355,33.8719254,30.8522091,34.0612183
6559,32.2322617,33.855854,30.8114681,34.060215
6560,32.22892,33.8725929,30.7852268,34.0648308
6561,32.2371063,33.8274918,30.757534,34.0511513
6562,32.2357979,33.7794952,30.6087418,34.0599098
6563,32.230648,33.7506828,30.339777,34.0483742
6564,32.2257195,33.7591934,30.2370491,34.0547943
6565,32.2278633,33.7432327,30.1651993,34.0599098
6566,32.2291985,33.7513809,30.1543159,34.0658035
6567,32.2368279,33.6969566,30.1161442,34.052124
6568,32.2285309,33.6979027,30.0889359,34.0457878
6569,32.2383347,33.6979561,30.1261902,34.0495949
6570,32.2341843,33.6893349,30.1798496,34.0672798
6571,32.2598267,33.6917305,30.3354988,34.0644684
6572,32.2584076,33.7034378,30.4092331,34.0751457
6573,32.2462082,33.7080002,30.5025444,34.0713921
6574,32.2526398,33.7255211,30.5697403,34.0679741
6575,32.2527809,33.7350311,30.6338634,34.0787888
6576,32.2528915,33.7325554,30.6356201,34.0576324
6577,32.2511673,33.7380066,30.6323853,34.0654716
6578,32.2375488,33.7344475,30.5095177,34.0921059
6579,32.2547302,33.7278023,30.4848022,34.0671654
6580,32.2570419,33.7311096,30.5145397,34.0736732
6581,32.2536163,33.7374229,30.6007557,34.0698357
6582,32.2472954,33.7415657,30.591217,34.0730324
6583,32.2398605,33.7701263,30.6380196,34.0856247
6584,32.2557869,33.7751579,30.6380463,34.0809822
6585,32.2607155,33.7927628,30.6900349,34.0854874
6586,32.2525291,33.7944603,30.7118149,34.0799561
6587,32.264061,33.812561,30.6000595,34.0780945
6588,32.269268,33.8103104,30.6244659,34.0948944
6589,32.2740479,33.826973,30.5934696,34.0911407
6590,32.2660561,33.8469658,30.6374283,34.1071548
6591,32.2634354,33.8511391,30.5663586,34.0880013
6592,32.283989,33.85606,30.5220356,34.0898361
6593,32.2772484,33.8758011,30.452076,34.102375
6594,32.2854385,33.8582268,30.3810234,34.1065979
6595,32.2803688,33.8850899,30.2419987,34.1118813
6596,32.2914505,33.8952103,30.3579502,34.1125755
6597,32.2839622,33.8928757,30.4046803,34.1097679
6598,32.2822914,33.9256821,30.3897839,34.1170502
6599,32.2933998,33.9319687,30.2378979,34.103569
6600,32.2906151,33.9480667,30.2360287,34.1201935
6601,32.2984695,33.9491768,30.2304211,34.1234169
6602,32.3038712,33.9527359,30.3459549,34.1217766
6603,32.3091621,33.9469528,30.466917,34.1248093
6604,32.3010864,33.9444809,30.5574341,34.1196938
6605,32.2971916,33.9559364,30.562233,34.1218605
6606,32.3062668,33.9792061,30.5540047,34.143219
6607,32.3318024,33.937458,30.7661076,34.1403008
6608,32.3437767,33.9276695,30.6676311,34.1451073
6609,32.3414955,33.9232483,30.2831516,34.1401596
6610,32.3382072,33.9310913,30.1306381,34.1451912
6611,32.3484573,33.9297256,30.1584034,34.140995
6612,32.3538589,33.9414902,30.1828175,34.1454697
6613,32.3507118,33.9391251,30.3261185,34.1412163
6614,32.3465881,33.9355392,30.3280716,34.1402702
6615,32.3536644,33.9288368,30.3539886,34.1321564
6616,32.3595085,33.8931656,30.2263737,34.1350746
6617,32.3555565,33.8702507,30.2895699,34.1299858
6618,32.3626556,33.8617706,30.3067837,34.1345177
6619,32.3512421,33.8754501,30.3756104,34.1442184
6620,32.3618507,33.8903275,30.4300098,34.1248703
6621,32.3608742,33.8948059,30.4202728,34.1236191
6622,32.3573112,33.9146004,30.4861355,34.1247597
6623,32.3695335,33.9121284,30.5463314,34.1412735
6624,32.3604851,33.9210243,30.5265541,34.1606064
6625,32.3708916,33.9338799,30.566021,34.1624146
6626,32.3844528,33.9304886,30.7072868,34.1522942
6627,32.3889923,33.9202309,30.7932663,34.1571617
6628,32.3810005,33.8898392,30.9186382,34.1591072
6629,32.386097,33.8223534,31.0224991,34.1618843
6630,32.3916092,33.8074188,31.045639,34.1598282
6631,32.3856773,33.7841988,31.0393658,34.1521301
6632,32.3878784,33.7628441,31.0296364,34.1474304
6633,32.3866234,33.7644005,30.9257202,34.1543236
6634,32.3825874,33.7632866,30.9230156,34.143177
6635,32.3627892,33.7936821,30.8756962,34.1577148
6636,32.3805008,33.801609,30.961298,34.1479034
6637,32.3761559,33.8111191,30.9926929,34.1524887
6638,32.3746223,33.8385086,30.886013,34.153019
6639,32.3777428,33.8339767,30.79809,34.1477356
6640,32.3846207,33.8301086,30.6723423,34.16119
6641,32.3742638,33.8546104,30.5968151,34.1511002
6642,32.3746529,33.852356,30.5306244,34.1766396
6643,32.3934135,33.8871346,30.4698353,34.1743317
6644,32.3857841,33.8960609,30.5322914,34.1683846
6645,32.3782654,33.9250336,30.4782028,34.1793365
6646,32.370636,33.9333458,30.5076332,34.1708298
6647,32.3782921,33.9445801,30.5322914,34.160183
6648,32.3755913,33.9488335,30.5702248,34.1644363
6649,32.370636,33.9653206,30.6104736,34.1605186
6650,32.3671532,33.9803886,30.6610966,34.1657715
6651,32.3531761,33.9691315,30.6590328,34.1702766
6652,32.3491936,33.989315,30.6821251,34.1509819
6653,32.3539581,33.9842834,30.5932922,34.1475639
6654,32.3454361,33.985672,30.4897251,34.1529274
6655,32.3506699,33.9801674,30.5416908,34.1520386
6656,32.3539581,33.9886475,30.5283852,34.1575165
6657,32.3461609,33.9982109,30.5342999,34.1521492
6658,32.333992,34.0048027,30.5546341,34.1460609
6659,32.3290901,34.0112801,30.6573029,34.1460609
6660,32.3296204,34.0272636,30.7611618,34.1613426
6661,32.3518829,34.0404396,30.893795,34.1639252
6662,32.3506851,34.0470276,30.9690228,34.1531677
6663,32.3572845,34.0452232,30.9416142,34.1726532
6664,32.3614883,34.0455551,31.0408726,34.1752129
6665,32.3635483,34.0458336,31.147398,34.1688194
6666,32.364357,34.0589561,31.2659264,34.1786575
6667,32.3660545,34.0583153,31.3695869,34.1595078
6668,32.3753548,34.0665474,31.4593563,34.1761284
6669,32.372879,34.0629044,31.5148697,34.1787987
6670,32.3790054,34.0458908,31.4258862,34.1796608
6671,32.3867722,34.0491142,31.37817,34.1852493
6672,32.3829575,34.0437202,31.2569237,34.1879158
6673,32.3875237,34.0677681,31.0367184,34.1861916
6674,32.3874702,34.0728836,31.1330414,34.1895294
6675,32.3780556,34.07444,31.2382755,34.1955338
6676,32.3711243,34.0760803,31.3445301,34.1927261
6677,32.3743553,34.0557861,31.3941708,34.2000656
6678,32.3784218,34.0595703,31.3973484,34.2182426
6679,32.3896713,34.0736275,31.4806576,34.2244949
6680,32.3775864,34.0548058,31.392004,34.2243576
6681,32.3720436,34.0180244,31.2693367,34.2172394
6682,32.3773079,33.9796829,31.1311817,34.2179909
6683,32.3762474,33.9389229,30.9951305,34.2284431
6684,32.3650818,33.9181519,30.9527493,34.2112923
6685,32.3557281,33.8720512,30.904707,34.2136841
6686,32.3682861,33.8705521,30.7595615,34.2210197
6687,32.3649712,33.8544235,30.7561874,34.2126274
6688,32.35606,33.8434677,30.8140793,34.2108765
6689,32.3493767,33.8495026,30.6468048,34.223938
6690,32.3578987,33.8667412,30.4507999,34.2129593
6691,32.3529434,33.87817,30.5228233,34.2028427
6692,32.3597908,33.8975487,30.5877037,34.2108765
6693,32.3561172,33.9085312,30.567564,34.2160988
6694,32.3640251,33.9133987,30.4484825,34.2214661
6695,32.3628006,33.9212952,30.4935627,34.2127647
6696,32.3527184,33.9116478,30.4701862,34.2184906
6697,32.3736191,33.9326859,30.4109592,34.2354469
6698,32.3860931,33.8906174,30.3286057,34.2241058
6699,32.3707237,33.8553009,30.3929386,34.2234955
6700,32.3657951,33.8241577,30.2897129,34.2344742
6701,32.3727264,33.8096428,30.1917515,34.2334747
6702,32.364624,33.7875938,30.1171646,34.232502
6703,32.3759842,33.7762184,30.1195087,34.2286377
6704,32.3736725,33.7860641,30.1147366,34.229332
6705,32.3773499,33.7789421,30.1102161,34.2400055
6706,32.3833351,33.8028297,30.2453785,34.2481499
6707,32.3723373,33.8114243,30.1923084,34.2450943
6708,32.3677444,33.8257179,30.1586571,34.250206
6709,32.3639259,33.8393974,30.1045799,34.2503471
6710,32.3617821,33.8543587,30.0146389,34.2586021
6711,32.3693314,33.8663979,30.208828,34.2618828
6712,32.3639832,33.8693161,30.2707405,34.2543488
6713,32.3742561,33.8837738,30.2970791,34.2556267
6714,32.3616714,33.8979568,30.0648975,34.28405
6715,32.3857384,33.9361877,30.0556812,34.2842712
6716,32.38908,33.9215889,29.9191551,34.2859116
6717,32.3942566,33.9034882,29.8411446,34.2676773
6718,32.3774109,33.9006538,29.8800259,34.2683449
6719,32.3857651,33.8977051,29.7703018,34.276432
6720,32.391613,33.8994865,29.762291,34.2756805
6721,32.383091,33.9254837,29.8365116,34.2730408
6722,32.4024162,33.9240112,29.767231,34.2690659
6723,32.3874092,33.90588,29.7949772,34.2639809
6724,32.39785,33.9091911,29.885746,34.271122
6725,32.3985481,33.9219818,30.0117569,34.2624512
6726,32.3917503,33.9371071,30.1824799,34.2671471
6727,32.3918076,33.9419441,30.3347359,34.2604218
6728,32.4002457,33.9617691,30.3993492,34.2576714
6729,32.4043655,33.9588776,30.3533173,34.2593956
6730,32.4117737,33.9519272,30.2277107,34.2664833
6731,32.4072342,33.941082,30.2161045,34.2574196
6732,32.4164238,33.9517021,30.1873093,34.2773514
6733,32.4270363,33.9815559,30.2961349,34.2833557
6734,32.4352493,33.9820023,30.3462963,34.2948341
6735,32.4550438,33.9278679,30.2557907,34.2819099
6736,32.46064,33.9046249,30.1788082,34.2676506
6737,32.4684372,33.8987007,30.0905762,34.2664528
6738,32.4691048,33.8834076,30.0242977,34.2950821
6739,32.4726982,33.8922501,29.819664,34.2782669
6740,32.4813271,33.8884964,29.6167202,34.2800179
6741,32.4922981,33.8705597,29.6539345,34.2720985
6742,32.4804649,33.8697281,29.7842693,34.2606163
6743,32.4927444,33.8812675,29.7895451,34.2549477
6744,32.4941635,33.8495941,29.812294,34.2460251
6745,32.4918251,33.8724785,29.7108555,34.2358513
6746,32.5052452,33.8730659,29.7883167,34.2511406
6747,32.5061646,33.8739548,29.7914715,34.2367973
6748,32.5037117,33.8841858,29.7223835,34.2376595
6749,32.5042725,33.8990898,29.6576195,34.2515297
6750,32.5057449,33.9006195,29.7201233,34.2390518
6751,32.5126686,33.9318924,29.7453022,34.2509193
6752,32.5066833,33.9382591,29.7497978,34.2354088
6753,32.50103,33.9420433,29.7233334,34.2298775
6754,32.5112762,33.9481316,29.70438,34.2329102
6755,32.4989967,33.9695129,29.7168007,34.2204552
6756,32.5064316,33.9650078,29.7947655,34.2245979
6757,32.5158691,33.9610596,29.7960224,34.2283211
6758,32.4971046,33.9751854,29.7983379,34.2256813
6759,32.5015297,33.9788551,29.7671318,34.221817
6760,32.5109711,33.9868889,29.7904396,34.2380219
6761,32.4965477,33.9950066,29.7927284,34.2246246
6762,32.4859695,34.0009842,29.7311783,34.2369957
6763,32.4803734,34.0057373,29.7557983,34.2138405
6764,32.4934845,34.0196114,29.8103962,34.2275696
6765,32.4899483,34.0083809,29.8274517,34.2172318
6766,32.4833221,34.01408,29.9137535,34.2248192
6767,32.4809837,34.0308723,30.0939808,34.2243462
6768,32.4662552,34.0237274,30.1469154,34.2351112
6769,32.4917183,34.0530891,30.2147102,34.2521782
6770,32.4853973,34.0506439,30.2544403,34.2619629
6771,32.4871521,34.0538101,30.3503609,34.2510109
6772,32.4706688,34.0414124,30.2669125,34.2594337
6773,32.4759598,34.0462761,30.259491,34.2693558
6774,32.4627037,34.0205345,30.1701775,34.2820854
6775,32.4740105,33.9642868,30.18223,34.267662
6776,32.4506226,33.9432945,30.2024326,34.2622414
6777,32.4454155,33.9586449,30.2726879,34.2723579
6778,32.460701,33.9579773,30.3248329,34.2666321
6779,32.4616203,33.9690437,30.3818569,34.2773628
6780,32.4447174,33.9865036,30.3654804,34.2723579
6781,32.4606743,33.9851112,30.3119984,34.2833366
6782,32.449646,33.9710159,30.3277626,34.2860069
6783,32.4483681,33.9438515,30.292469,34.2956238
6784,32.4427719,33.9340668,30.2051392,34.2969284
6785,32.4386787,33.8992271,30.0981312,34.297821
6786,32.4398766,33.8927193,30.066597,34.3130112
6787,32.4545326,33.8653526,30.0702038,34.3158493
6788,32.4508553,33.889904,30.190052,34.3086472
6789,32.452919,33.8819809,30.3011551,34.3100929
6790,32.4529724,33.8905716,30.3850746,34.3075371
6791,32.4527779,33.8963585,30.3806667,34.3168488
6792,32.4576492,33.871666,30.2930927,34.3180161
6793,32.4630814,33.8614044,30.2289772,34.3085365
6794,32.4550323,33.8548431,30.2016048,34.3226013
6795,32.4472656,33.8267288,30.1891327,34.3198509
6796,32.4585686,33.8033447,30.1909466,34.2977524
6797,32.4528885,33.7834625,30.078577,34.2974205
6798,32.4460106,33.7968102,29.9927063,34.3188782
6799,32.4473763,33.8057899,30.0309124,34.2897491
6800,32.4583168,33.7909966,30.0944824,34.2902489
6801,32.449131,33.7901077,30.1247311,34.2788239
6802,32.454422,33.7861595,30.1686802,34.283886
6803,32.4496078,33.7560997,30.1188755,34.265873
6804,32.4530602,33.7041512,30.0600777,34.289238
6805,32.4685669,33.6645851,30.0796185,34.2798157
6806,32.4790649,33.6650276,30.0788651,34.2873726
6807,32.4830742,33.6672249,30.055397,34.2893486
6808,32.4848289,33.6505127,29.9677105,34.2713928
6809,32.4882813,33.6349106,29.9902344,34.2773132
6810,32.4814034,33.6330757,30.027071,34.2709465
6811,32.4836578,33.6173859,30.1280346,34.2676392
6812,32.4893951,33.6338234,30.0904465,34.2646942
6813,32.4806519,33.6588554,30.0570984,34.2711411
6814,32.4914818,33.6915321,30.134285,34.2686691
6815,32.491539,33.7235718,30.2080879,34.2647476
6816,32.4988327,33.7518234,30.0973663,34.2665558
6817,32.4981918,33.8012962,29.9277744,34.2676125
