temps,interieur_recipient,interieur_serre,ambiance,contre_recipient
16330,43.0622864,38.402523,29.0936718,44.3830376
16331,43.0636673,38.3984261,29.119173,44.3768082
16332,43.0732918,38.3972092,29.13311,44.3884354
16333,43.0555038,38.4012222,29.1713448,44.381218
16334,43.0662308,38.3936348,29.2007008,44.3806686
16335,43.0660934,38.4025803,29.2235737,44.3834229
16336,43.0691566,38.4056549,29.2490711,44.3838081
16337,43.0688515,38.4035759,29.2689838,44.3858757
16338,43.0656509,38.3955193,29.2693195,44.3875542
16339,43.0578766,38.3977623,29.2873878,44.3918228
16340,43.0542068,38.3937187,29.2968273,44.3927345
16341,43.0833588,38.4009743,29.3110409,44.3904762
16342,43.0686302,38.4045448,29.3362293,44.3840561
16343,43.0550346,38.4057922,29.3542137,44.3916321
16344,43.0666466,38.4040184,29.3727837,44.3892059
16345,43.0669479,38.4033012,29.3932247,44.3919067
16346,43.05476,38.3989258,29.4164295,44.4182053
16347,43.0844193,38.4278793,29.4403839,44.4048691
16348,43.0872612,38.4412003,29.4526424,44.41399
16349,43.0913429,38.4360466,29.4519157,44.4149246
16350,43.0909843,38.4329453,29.4278183,44.4082336
16351,43.0932999,38.4375725,29.2877464,44.418396
16352,43.0901833,38.4374886,29.2855415,44.4164696
16353,43.0816879,38.4463196,29.3281002,44.4187851
16354,43.0954514,38.4551277,29.3453865,44.4235764
16355,43.0835915,38.4601364,29.3303909,44.436718
16356,43.0742149,38.4621315,29.2780018,44.4167709
16357,43.1025391,38.4546013,29.2143269,44.4197769
16358,43.0936852,38.4557076,29.1603107,44.423275
16359,43.0849991,38.4528847,29.1094475,44.4200516
16360,43.0890808,38.4635696,29.097187,44.4276276
16361,43.111393,38.4742317,28.9698105,44.4317589
16362,43.1001129,38.4694405,28.8977356,44.4288673
16363,43.0999451,38.4770279,28.8456306,44.4301872
16364,43.0914803,38.4788551,28.8523636,44.4401436
16365,43.0978355,38.4992905,28.9360847,44.4295387
16366,43.1027145,38.4948311,28.9563656,44.4390144
16367,43.1054726,38.5102005,28.9802799,44.4308891
16368,43.0949097,38.5067101,28.9899731,44.4378052
16369,43.1050034,38.5060463,29.0059795,44.4357109
16370,43.1053925,38.4973259,29.0066204,44.4338913
16371,43.0941925,38.4979897,29.0397224,44.4398956
16372,43.1068535,38.5020294,29.0566788,44.4378586
16373,43.1107979,38.4899864,29.0650291,44.4327621
16374,43.1002045,38.4876328,29.0584106,44.4341927
16375,43.104454,38.4654274,29.0538845,44.430584
16376,43.1028252,38.4699402,29.0688286,44.4396477
16377,43.1042328,38.4511414,29.0696392,44.4349403
16378,43.1088104,38.4534111,29.0887451,44.4274445
16379,43.0970917,38.454464,29.1228771,44.4287109
16380,43.1114044,38.4531326,29.1241894,44.4304733
16381,43.1040115,38.446434,29.1098347,44.4317436
16382,43.1057205,38.4488411,29.0991917,44.4504623
16383,43.1247902,38.4789276,29.12113,44.4468803
16384,43.1317101,38.4645844,29.128252,44.4453926
16385,43.1305542,38.4579124,29.1295662,44.4440994
16386,43.1223907,38.4656372,29.1345634,44.4374886
16387,43.1223068,38.4549484,29.1160469,44.4324455
16388,43.1273003,38.4618721,29.1114368,44.443161
16389,43.1234665,38.4685707,29.1266041,44.4399376
16390,43.1251221,38.4738617,29.1065216,44.4415359
16391,43.13414,38.4706497,29.0821095,44.4542084
16392,43.1186409,38.4807816,29.1064091,44.4396362
16393,43.1353264,38.4760742,29.1187553,44.4412613
16394,43.1253395,38.4700661,29.1197891,44.4418411
16395,43.118557,38.4724464,29.1496754,44.4359169
16396,43.1251221,38.4707031,29.1381397,44.4373512
16397,43.1247063,38.4751625,29.1557903,44.4529991
16398,43.1367302,38.4719772,29.1493683,44.4442368
16399,43.1344414,38.4694862,29.1587238,44.4361382
16400,43.1312141,38.4735565,29.1580811,44.4660339
16401,43.1402435,38.4886246,29.1370869,44.4528084
16402,43.1437454,38.4842758,29.123764,44.4634972
16403,43.145401,38.4960175,29.0083752,44.4644623
16404,43.1486244,38.4915047,28.7920036,44.4590645
16405,43.1550255,38.4895096,28.6724434,44.4707985
16406,43.1446266,38.4894257,28.6695652,44.4709625
16407,43.1483765,38.4822006,28.6609859,44.4696159
16408,43.1451797,38.4839172,28.6688652,44.4605789
16409,43.1438828,38.4801216,28.6964169,44.4736633
16410,43.1358299,38.4718704,28.7172623,44.4673271
16411,43.1430016,38.4658089,28.7675285,44.4756203
16412,43.1499481,38.4862709,28.7600403,44.4779892
16413,43.1521301,38.4880676,28.7569675,44.4701118
16414,43.1482124,38.4889832,28.7471313,44.4817924
16415,43.141758,38.4789886,28.7684212,44.4726181
16416,43.1511345,38.4899254,28.7757149,44.4607162
16417,43.145153,38.480732,28.784935,44.4650421
16418,43.1573143,38.4714546,28.7844887,44.4770393
16419,43.1544456,38.4904442,28.8509197,44.4827957
16420,43.1482964,38.48283,28.882349,44.4811172
16421,43.1627998,38.4958725,28.8682404,44.4812279
16422,43.1632423,38.4853783,28.8644123,44.4853058
16423,43.1632957,38.4803963,28.8469524,44.4913368
16424,43.1560707,38.4736099,28.7872467,44.4930458
16425,43.1613121,38.4611778,28.8144588,44.4927711
16426,43.1544456,38.4642525,28.8222809,44.4892693
16427,43.1677628,38.4659691,28.7780819,44.4883881
16428,43.1580315,38.4636993,28.6968555,44.4958
16429,43.1536713,38.4544487,28.6709538,44.4776459
16430,43.1611176,38.4515991,28.6110134,44.4881706
16431,43.1583328,38.4515152,28.5561581,44.4802895
16432,43.1624413,38.4474716,28.5413456,44.4724388
16433,43.1674347,38.4428749,28.5394459,44.484478
16434,43.1694183,38.443985,28.5853329,44.4829636
16435,43.1531487,38.4477501,28.6390476,44.482769
16436,43.1618919,38.4439583,28.6792011,44.4880371
16437,43.1667938,38.4676323,28.723856,44.4994698
16438,43.1749039,38.4751091,28.7440853,44.485527
16439,43.1637611,38.4651108,28.7006626,44.4974556
16440,43.1823235,38.4728661,28.6526012,44.4896889
16441,43.1700211,38.473835,28.6185379,44.4843712
16442,43.1727257,38.4832191,28.6073608,44.4849777
16443,43.1676521,38.474968,28.5631523,44.4881477
16444,43.1729469,38.4790382,28.543869,44.5000191
16445,43.1740761,38.4821129,28.5507698,44.4892197
16446,43.1719246,38.495182,28.5775719,44.4975929
16447,43.1854668,38.4897804,28.591795,44.4842606
16448,43.1765022,38.4924965,28.6069965,44.4974022
16449,43.1821022,38.4964828,28.6465931,44.4915886
16450,43.1705742,38.4921646,28.6183147,44.4881744
16451,43.1724205,38.4931068,28.6033649,44.495472
16452,43.1742973,38.4904175,28.5869045,44.513298
16453,43.1853256,38.5086937,28.5748634,44.4995232
16454,43.1785431,38.5035439,28.5939217,44.5199661
16455,43.17453,38.4952774,28.6467705,44.5061913
16456,43.1877975,38.5002327,28.6609383,44.5092773
16457,43.1823654,38.5067406,28.6465759,44.5150909
16458,43.1755524,38.4928131,28.6074257,44.5050621
16459,43.1864738,38.5040245,28.588562,44.519001
16460,43.1794968,38.4971046,28.5605049,44.5009575
16461,43.1841278,38.5081787,28.5872784,44.5143471
16462,43.1868019,38.5044136,28.6112537,44.5210114
16463,43.1932564,38.5009232,28.6286068,44.5066032
16464,43.1895065,38.5146561,28.6499557,44.5051727
16465,43.1930351,38.5149879,28.6772003,44.5208473
16466,43.1867218,38.5080414,28.6753292,44.5019226
16467,43.1953506,38.5160408,28.6950283,44.5176239
16468,43.1915207,38.5186462,28.723362,44.5202675
16469,43.2001228,38.5192528,28.7312126,44.513958
16470,43.1915207,38.5221062,28.7433968,44.500351
16471,43.194828,38.5193367,28.7462482,44.5185051
16472,43.1878242,38.5282822,28.7700253,44.5164642
16473,43.1899033,38.535183,28.8035526,44.526268
16474,43.2018166,38.532856,28.8036385,44.5215874
16475,43.1917534,38.5326347,28.8213234,44.5257721
16476,43.1920013,38.5413284,28.8237801,44.5065727
16477,43.1877823,38.5475578,28.749155,44.5187759
16478,43.1954193,38.5476151,28.6389217,44.5163231
16479,43.1958351,38.533493,28.5419521,44.5035439
16480,43.2063408,38.5377846,28.5285664,44.5285568
16481,43.201458,38.5273476,28.5068226,44.5315323
16482,43.2009087,38.5362625,28.4661312,44.5153618
16483,43.1924133,38.5161629,28.4382381,44.5326614
16484,43.1959991,38.5129776,28.4080524,44.5441208
16485,43.1966591,38.5054741,28.385107,44.5435143
16486,43.1932983,38.4994125,28.5125523,44.5419731
16487,43.1970749,38.4975815,28.6047459,44.542881
16488,43.2106972,38.4847641,28.6358471,44.5377579
16489,43.2020645,38.4855957,28.6674805,44.5233498
16490,43.1955872,38.4877815,28.6985245,44.5342102
16491,43.2150002,38.520977,28.7934856,44.5147896
16492,43.2240753,38.5138054,28.8059177,44.5150108
16493,43.2233582,38.5189552,28.8339119,44.4898071
16494,43.2238808,38.5151329,28.8168144,44.4937172
16495,43.2060127,38.531498,28.8268166,44.4869423
16496,43.2278786,38.5407715,28.8266773,44.4853706
16497,43.2103958,38.5428467,28.8294411,44.4636612
16498,43.2143669,38.5464211,28.8379364,44.4512367
16499,43.2139816,38.5470848,28.8290787,44.4685936
16500,43.21875,38.5530357,28.8550625,44.4571609
16501,43.218338,38.5513763,28.8422108,44.4690628
16502,43.2078323,38.5486908,28.8339405,44.4640198
16503,43.2268867,38.541851,28.8384666,44.478981
16504,43.2142029,38.517765,28.8508987,44.4804382
16505,43.2152786,38.5240479,28.8707905,44.4740753
16506,43.210865,38.4999886,28.8764343,44.4894753
16507,43.2086601,38.504364,28.8962708,44.4811287
16508,43.2136765,38.4906006,28.9045105,44.5122032
16509,43.2146683,38.4811249,28.9144955,44.4979324
16510,43.2195511,38.4855537,28.9373188,44.5148201
16511,43.2223091,38.4784927,28.9438553,44.5116806
16512,43.2177582,38.4724846,28.9547215,44.5196419
16513,43.2194939,38.4684448,28.9707298,44.5310173
16514,43.2115555,38.4586411,28.9556179,44.5224228
16515,43.214035,38.4561768,28.9509239,44.5292015
16516,43.2216187,38.4460983,28.9458656,44.5332222
16517,43.2195778,38.4483681,28.9407539,44.5242157
16518,43.2169876,38.4425545,28.9475708,44.5275192
16519,43.2158546,38.4446602,28.9616776,44.5270233
16520,43.2137337,38.4283752,28.9625435,44.5345993
16521,43.2114716,38.4245567,28.9828815,44.5388985
16522,43.215332,38.4289589,28.9872665,44.5312653
16523,43.2169037,38.4148903,29.0134411,44.5312386
16524,43.2067566,38.4222298,29.0215416,44.5421753
16525,43.2173462,38.4221191,29.0709019,44.5412102
16526,43.2136497,38.4198494,29.0961246,44.5563126
16527,43.2285652,38.4437332,29.1296577,44.5611343
16528,43.2322311,38.4330444,29.1255531,44.5655708
16529,43.2294731,38.4280624,29.1046333,44.5657616
16530,43.2208977,38.4360085,29.1168098,44.5578308
16531,43.2356796,38.4327698,29.128931,44.5731163
16532,43.2405319,38.4291687,29.1347694,44.5655403
16533,43.2330322,38.427536,29.1390991,44.563282
16534,43.2301903,38.424408,29.1478691,44.5700607
16535,43.2419128,38.4286423,29.1340714,44.5774689
16536,43.2370033,38.4182854,29.115469,44.5764771
16537,43.2380524,38.4195328,29.1203003,44.5694542
16538,43.2371407,38.4241867,29.1261387,44.5766144
16539,43.241497,38.4177895,29.1277027,44.5748787
16540,43.241333,38.4184265,29.1271992,44.5757904
16541,43.2401199,38.4074326,29.1072292,44.5656509
16542,43.2419662,38.4196701,29.1114197,44.5925636
16543,43.2442818,38.4088745,29.1133461,44.5791779
16544,43.2495499,38.4145508,29.1235981,44.5818214
16545,43.2506447,38.4352417,29.1071606,44.5736961
16546,43.2538185,38.4205666,29.1325779,44.5930862
16547,43.2462883,38.4486961,29.1336098,44.5952072
16548,43.2555542,38.4399185,29.1317654,44.5958138
16549,43.2477493,38.4506378,29.1396713,44.6038857
16550,43.2535133,38.4559784,29.1467648,44.6031952
16551,43.2682381,38.4639549,29.1132488,44.6016006
16552,43.2507019,38.4624329,29.1191978,44.6061974
16553,43.268074,38.4666138,29.1276608,44.6040764
16554,43.2682686,38.4622917,29.1322422,44.6016273
16555,43.2662277,38.4674454,29.1394196,44.6103325
16556,43.2609596,38.4651451,29.1334972,44.6131134
16557,43.2616196,38.4744225,29.1113205,44.6174393
16558,43.2741966,38.4776039,29.079731,44.6193924
16559,43.2707748,38.4619331,29.0268536,44.6232224
16560,43.2716026,38.4732018,28.9663754,44.6245728
16561,43.2711906,38.4729271,28.9389172,44.6161423
16562,43.2689285,38.4774666,28.9126568,44.6127014
16563,43.2680283,38.4728088,28.9059982,44.6211853
16564,43.2758293,38.4705696,28.9132881,44.6219864
16565,43.275692,38.4689331,28.9256096,44.6180992
16566,43.2862549,38.4690437,28.9479866,44.6201134
16567,43.2760506,38.4780731,28.9551659,44.619339
16568,43.2866402,38.4771843,28.9527073,44.6169434
16569,43.2696838,38.4737244,28.9661446,44.6248779
16570,43.2737923,38.4652519,28.9623451,44.6255112
16571,43.2857857,38.4337959,29.019331,44.6188431
16572,43.2780914,38.4332161,29.0520134,44.6313782
16573,43.2986641,38.4197044,29.0739403,44.6266136
16574,43.2876053,38.422802,29.0800571,44.6226463
16575,43.2899208,38.4147453,29.0918999,44.622509
16576,43.2821732,38.4090424,29.0984917,44.6320114
16577,43.2829742,38.4152985,29.1062298,44.6196175
16578,43.2961807,38.4119225,29.0990219,44.6229477
16579,43.2896729,38.4149132,29.092741,44.6276321
16580,43.2985802,38.4107857,29.1006737,44.6111984
16581,43.2794304,38.4125099,29.0924015,44.6180573
16582,43.2874298,38.4136467,29.1113377,44.6081963
16583,43.2831001,38.420681,29.1143265,44.6039848
16584,43.2917862,38.4144516,29.1198292,44.6086655
16585,43.2792931,38.40728,29.1172867,44.6110344
16586,43.3003883,38.4121513,29.115612,44.6032944
16587,43.2851105,38.4064178,29.1206951,44.5923309
16588,43.2875099,38.3975868,29.1178188,44.5986137
16589,43.2949562,38.3906898,29.11726,44.5997696
16590,43.2968864,38.3987503,29.1305256,44.5945358
16591,43.2938538,38.3962555,29.1485138,44.5997429
16592,43.289772,38.3987198,29.1446323,44.6075935
16593,43.2941551,38.3861771,29.1647129,44.6057205
16594,43.2888908,38.3840179,29.1781483,44.5958862
16595,43.2963333,38.369812,29.1873646,44.6065178
16596,43.3089371,38.3672104,29.201189,44.6033783
16597,43.2997551,38.3558846,29.1966953,44.6102638
16598,43.2979355,38.3642731,29.2114677,44.5854378
16599,43.2895432,38.3517494,29.1983624,44.5979156
16600,43.2891273,38.3495064,29.2084465,44.5940895
16601,43.2862892,38.3430252,29.2031116,44.5918007
16602,43.2957458,38.3549614,29.1931953,44.5895424
16603,43.2872276,38.3535767,29.179903,44.5781403
16604,43.2838058,38.3517494,29.1850681,44.5991287
16605,43.2965736,38.3586464,29.2070484,44.6042824
16606,43.300518,38.3564568,29.2033329,44.5908089
16607,43.2978439,38.3587265,29.1989765,44.5891838
16608,43.2921638,38.3693047,29.2142544,44.5889931
16609,43.291832,38.363102,29.2079144,44.5862656
16610,43.3039627,38.3666763,29.2119923,44.592823
16611,43.2968788,38.364212,29.2243366,44.5852737
16612,43.2930183,38.363102,29.2305927,44.5667343
16613,43.2985878,38.3625221,29.2234154,44.582077
16614,43.2927704,38.3576469,29.2296982,44.5731812
16615,43.2993584,38.3641014,29.2424088,44.562767
16616,43.2997169,38.3652077,29.2541943,44.5322952
16617,43.2878265,38.3472099,29.2406616,44.5402565
16618,43.2929535,38.3427238,29.2430897,44.5310287
16619,43.2954063,38.3326988,29.2403831,44.5308342
16620,43.288681,38.3413124,29.2409115,44.5318527
16621,43.2974472,38.3421974,29.2333164,44.5342216
16622,43.2914658,38.3260803,29.2387333,44.5364799
16623,43.2848473,38.3232574,29.2494869,44.5532036
16624,43.2857857,38.3314247,29.2501564,44.5541115
16625,43.290638,38.3258858,29.2466393,44.5579109
16626,43.2960701,38.3316727,29.2504635,44.5599251
16627,43.3055267,38.3191032,29.2530899,44.5682411
16628,43.2856178,38.3227577,29.2640648,44.5712433
16629,43.2872467,38.3368797,29.2561607,44.57444
16630,43.2820358,38.3314819,29.2755146,44.5825653
16631,43.2873268,38.3295708,29.2716331,44.5876617
16632,43.291935,38.3241959,29.2854843,44.5806084
16633,43.2922363,38.3391533,29.2742634,44.5778275
16634,43.2923737,38.3293228,29.2955151,44.57061
16635,43.2788239,38.320137,29.2846012,44.5818748
16636,43.2755432,38.3217735,29.2917767,44.571022
16637,43.2731972,38.3199997,29.3100128,44.5675774
16638,43.2716827,38.3351212,29.3090076,44.5738869
16639,43.2828217,38.34412,29.3264332,44.583004
16640,43.2758713,38.3275604,29.3319626,44.579174
16641,43.2688141,38.3347321,29.3442497,44.5839958
16642,43.2657242,38.3309937,29.3595524,44.571682
16643,43.2787971,38.3372803,29.3672047,44.5781021
16644,43.2719307,38.3409081,29.3861923,44.5790367
16645,43.2755127,38.333374,29.3997345,44.5834732
16646,43.2719841,38.3296623,29.4057121,44.5872192
16647,43.2815819,38.3294144,29.3916378,44.5747147
16648,43.2766724,38.3329582,29.3884258,44.5804138
16649,43.2750473,38.3199425,29.3973904,44.5911865
16650,43.2749901,38.316761,29.3949604,44.5944633
16651,43.2700806,38.3365326,29.4076958,44.5849876
16652,43.278244,38.3193359,29.4253139,44.5700417
16653,43.2807961,38.3219833,29.41008,44.5850029
16654,43.2700119,38.3223991,29.410862,44.5778122
16655,43.2737923,38.3199615,29.4165573,44.5814743
16656,43.2598648,38.320488,29.4170609,44.5807304
16657,43.2700119,38.3223152,29.3961735,44.5876732
16658,43.2753639,38.3231163,29.3819599,44.5872612
16659,43.273735,38.3243103,29.3689194,44.5861588
16660,43.2767143,38.3297348,29.3719368,44.584507
16661,43.2758865,38.3151436,29.3693104,44.5912819
16662,43.2739563,38.3190765,29.3542862,44.5876465
16663,43.2818985,38.3249741,29.3340988,44.5872879
16664,43.2771835,38.3308983,29.3363323,44.5831566
16665,43.2817879,38.3412857,29.3206081,44.5935135
16666,43.2817345,38.3459358,29.3227863,44.5952492
16667,43.2807693,38.3437195,29.3209724,44.5950546
16668,43.2834435,38.3505058,29.3155556,44.5843658
16669,43.293232,38.3552132,29.3276463,44.5845032
16670,43.2793617,38.3534126,29.3229275,44.5766716
16671,43.2894516,38.3362007,29.3270397,44.583725
16672,43.2828331,38.3516808,29.3225422,44.595047
16673,43.2936707,38.3326836,29.3241348,44.5873604
16674,43.2937813,38.3435936,29.3277073,44.596756
16675,43.2840996,38.323822,29.3216496,44.5918503
16676,43.2924576,38.3267288,29.3326244,44.5859566
16677,43.2764359,38.3241272,29.3251667,44.5882149
16678,43.2789192,38.3273659,29.3129921,44.5938072
16679,43.2896156,38.3173409,29.3156166,44.5819626
16680,43.3005905,38.3214951,29.304306,44.5916862
16681,43.2892838,38.331852,29.2792854,44.5898666
16682,43.2985497,38.3268394,29.2723866,44.5812721
16683,43.2941933,38.3308296,29.2635059,44.5768929
16684,43.2944679,38.3263702,29.265852,44.5652428
16685,43.2927589,38.3267555,29.2781391,44.5708618
16686,43.2950745,38.3289452,29.2716599,44.5787926
16687,43.288208,38.3288612,29.2716923,44.5864792
16688,43.2871895,38.3202209,29.2859631,44.5772781
16689,43.3061676,38.3327904,29.3062191,44.5862007
16690,43.3040428,38.3242073,29.3229465,44.5850449
16691,43.2980881,38.3269768,29.3337822,44.5944099
16692,43.2952728,38.3208847,29.3281116,44.5902252
16693,43.2990799,38.3323212,29.347187,44.5983505
16694,43.3053131,38.3139038,29.3675137,44.5969467
16695,43.3059731,38.3240395,29.389576,44.599617
16696,43.3054771,38.3101387,29.3958302,44.5976601
16697,43.3083992,38.3037148,29.393652,44.6066704
16698,43.2988052,38.3034935,29.3624611,44.6147385
16699,43.3016167,38.2937698,29.3513737,44.6141891
16700,43.2948341,38.2991447,29.3275833,44.6217079
16701,43.3124542,38.3050995,29.3085937,44.6130333
16702,43.3038216,38.3151512,29.3131714,44.6262245
16703,43.3080978,38.3076477,29.3116646,44.6304131
16704,43.3049812,38.3006935,29.3173332,44.627739
16705,43.3198433,38.3251457,29.2996845,44.6345711
16706,43.3171692,38.3333168,29.2957191,44.6310959
16707,43.2957535,38.3352547,29.301899,44.6389465
16708,43.3141747,38.3357506,29.3075104,44.6480064
16709,43.3170967,38.3434219,29.2871532,44.6389999
16710,43.3218117,38.343174,29.2946377,44.6394157
16711,43.3024559,38.3395996,29.3039646,44.6291122
16712,43.2986221,38.3438377,29.2997475,44.6351738
16713,43.3013268,38.3409309,29.2976551,44.6209297
16714,43.3075294,38.3491287,29.2849197,44.6246758
16715,43.300663,38.3561325,29.3030987,44.610218
16716,43.3022919,38.3483238,29.3041058,44.604763
16717,43.3069496,38.34478,29.3265018,44.58741
16718,43.3145065,38.3561897,29.3273392,44.5819283
16719,43.3139534,38.3508148,29.319437,44.5868034
16720,43.3144493,38.3445015,29.3316956,44.58358
16721,43.3104248,38.3614502,29.3402958,44.587738
16722,43.3135147,38.3559952,29.3426704,44.5951233
16723,43.3113365,38.3610611,29.3376141,44.5963326
16724,43.3110313,38.3646622,29.3460484,44.5961304
16725,43.309063,38.3695602,29.3489895,44.5797691
16726,43.3064995,38.3745728,29.3422298,44.5652809
16727,43.3146057,38.3774261,29.340107,44.5706787
16728,43.3121223,38.3749886,29.3509712,44.5715065
16729,43.3100014,38.3874207,29.3636208,44.5804291
16730,43.3124542,38.3818283,29.35005,44.5813408
16731,43.321003,38.3920746,29.3439331,44.5832939
16732,43.3079033,38.389389,29.3478718,44.5853615
16733,43.322464,38.3695068,29.3491554,44.5918083
16734,43.3066063,38.3674278,29.356863,44.5939827
16735,43.3031883,38.364769,29.3513336,44.6041756
16736,43.3085365,38.3575172,29.3591251,44.607151
16737,43.3020592,38.3436432,29.3603249,44.5995178
16738,43.3027763,38.3345032,29.3533726,44.6010628
16739,43.3087044,38.3392944,29.3595715,44.5969009
16740,43.3137779,38.3264999,29.3754044,44.5913925
16741,43.3111038,38.3295174,29.378727,44.5904312
16742,43.2983627,38.3192711,29.3760185,44.6047173
16743,43.3064041,38.3203049,29.3906822,44.6002541
16744,43.3030128,38.3203888,29.39258,44.6016312
16745,43.3025742,38.3142128,29.4038334,44.6019096
16746,43.3206329,38.3081207,29.4077435,44.6095657
16747,43.3099632,38.3173447,29.4275665,44.6088753
16748,43.3181534,38.3208885,29.4339905,44.6045265
16749,43.3211021,38.3083687,29.4319782,44.6072235
16750,43.3121681,38.3059044,29.4416409,44.6134224
16751,43.3119774,38.3213577,29.4474754,44.6007805
16752,43.3173256,38.3119965,29.4500999,44.6140289
16753,43.3219032,38.3181725,29.4707642,44.6027069
16754,43.3150101,38.3084526,29.477047,44.6064262
16755,43.3012772,38.317646,29.5017853,44.6027908
16756,43.3079758,38.315876,29.4870968,44.6155701
16757,43.3284645,38.3134384,29.5015888,44.6112442
16758,43.3149796,38.3066826,29.4763489,44.609539
16759,43.3392181,38.3040504,29.4349632,44.6033134
16760,43.3263435,38.2974854,29.4254704,44.6198769
16761,43.3223495,38.294529,29.3924751,44.6022224
16762,43.317112,38.3007317,29.3872528,44.6040955
16763,43.335392,38.2921753,29.3394737,44.6077576
16764,43.3349228,38.2913437,29.336235,44.6060791
16765,43.3289108,38.2911491,29.3461494,44.6088066
16766,43.3315849,38.3014526,29.3240871,44.6023026
16767,43.3293266,38.3036385,29.2885094,44.6075668
16768,43.3276443,38.3179283,29.2839565,44.5946465
16769,43.3370743,38.3197021,29.285408,44.6024704
16770,43.3265419,38.3219719,29.2459202,44.5958595
16771,43.3425064,38.3126945,29.2474003,44.6059952
16772,43.3396378,38.2995949,29.2644634,44.5965195
16773,43.3482399,38.2879372,29.2532368,44.6047554
16774,43.3455124,38.2814293,29.2583199,44.6045074
16775,43.3295746,38.2807083,29.2571201,44.6087227
16776,43.3405762,38.2671661,29.2636547,44.6079216
16777,43.3394737,38.2744255,29.2729549,44.6071243
16778,43.3456497,38.2699928,29.2887344,44.6114311
16779,43.3459053,38.2643166,29.2809582,44.6130829
16780,43.3427925,38.2601929,29.2865715,44.6135521
16781,43.3527718,38.2713509,29.2666607,44.610878
16782,43.3424606,38.2738457,29.2630005,44.6093369
16783,43.3457146,38.2803802,29.2688389,44.6270218
16784,43.3517532,38.2660065,29.2930222,44.6210976
16785,43.3482513,38.2789688,29.2693691,44.6306572
16786,43.3548965,38.2817917,29.2645092,44.620163
16787,43.3607407,38.2949486,29.2546787,44.6238251
16788,43.3535995,38.2925949,29.2669678,44.6132774
16789,43.3570747,38.2879143,29.2664642,44.6243477
16790,43.3623962,38.2846451,29.2520809,44.622448
16791,43.3456573,38.2744522,29.225605,44.6172142
16792,43.3604927,38.2728195,29.237978,44.6211815
16793,43.3587837,38.2706032,29.2249641,44.6192513
16794,43.3605194,38.2649536,29.2214737,44.6101341
16795,43.3587837,38.2611618,29.2126465,44.6164703
16796,43.35812,38.2588615,29.2325039,44.6153831
16797,43.3535461,38.2705917,29.2328682,44.6146393
16798,43.364769,38.2620621,29.2635059,44.6167336
16799,43.3614578,38.2630844,29.262249,44.6326828
16800,43.3606606,38.2740784,29.2730293,44.6305885
16801,43.3557777,38.2741356,29.2655716,44.6361237
16802,43.3618469,38.2771797,29.2783356,44.6324615
16803,43.3552551,38.2937965,29.2818546,44.643589
16804,43.3550606,38.2926331,29.2791729,44.6241684
16805,43.3612099,38.3005562,29.2884712,44.6388512
16806,43.3554497,38.2830811,29.3099194,44.633728
16807,43.3514214,38.2932167,29.2925224,44.6397858
16808,43.3630028,38.3037949,29.3028831,44.6390991
16809,43.3649902,38.2915001,29.3065681,44.649704
16810,43.3609619,38.2985611,29.3008709,44.6352959
16811,43.3575974,38.3093605,29.267025,44.6481323
16812,43.3670273,38.3098869,29.26507,44.6396484
16813,43.355751,38.3055954,29.2728863,44.6432571
16814,43.3613205,38.3119621,29.2668266,44.6533661
16815,43.3708,38.2998505,29.2739239,44.63871
16816,43.3616753,38.3132782,29.2726402,44.6388206
16817,43.3604317,38.3134193,29.2855129,44.6495895
16818,43.3566818,38.3065796,29.2873573,44.6498375
16819,43.3604889,38.3162155,29.3014603,44.6476631
16820,43.3622246,38.3118134,29.2979965,44.6505814
16821,43.3664169,38.3148041,29.3014317,44.6651535
16822,43.3631096,38.3115349,29.3009567,44.6574135
16823,43.3662224,38.3120041,29.31534,44.6611862
16824,43.3620338,38.3048058,29.3073807,44.6629791
16825,43.3587532,38.3109818,29.3096428,44.6682396
16826,43.3665543,38.3218079,29.3148937,44.6620674
16827,43.3791275,38.3143044,29.3138313,44.6637192
16828,43.369175,38.3170738,29.3229904,44.6598663
16829,43.3718491,38.3257408,29.3137474,44.666832
16830,43.372509,38.31987,29.3254757,44.6712112
16831,43.3717384,38.3184586,29.3236885,44.6660881
16832,43.3715744,38.326767,29.3470058,44.6601944
16833,43.3789635,38.3243942,29.3627491,44.6695328
16834,43.3686523,38.3212357,29.3624134,44.676693
16835,43.3773384,38.3251953,29.3682499,44.6581306
16836,43.374939,38.3194389,29.3750629,44.6707993
16837,43.3667221,38.3233986,29.4005871,44.6707993
16838,43.3799591,38.3299599,29.3920975,44.6696167
16839,43.3708572,38.3138161,29.3904228,44.6741333
16840,43.3764572,38.3269958,29.4020653,44.672123
16841,43.3876228,38.3175545,29.4160004,44.6874924
16842,43.3803444,38.3172226,29.4056969,44.6671638
16843,43.371521,38.3286858,29.4063377,44.6710205
16844,43.3725128,38.3317871,29.395504,44.6750679
16845,43.3721008,38.3302383,29.391119,44.6751251
16846,43.3755455,38.3236198,29.398632,44.6764755
16847,43.3830452,38.3224831,29.3927402,44.6791725
16848,43.3916473,38.3281898,29.3963966,44.6826706
16849,43.3777809,38.3349457,29.3912563,44.6787605
16850,43.3882294,38.3292961,29.4052734,44.6780243
16851,43.3777771,38.3279762,29.4043198,44.6718292
16852,43.3912315,38.3419304,29.4095116,44.666069
16853,43.3829041,38.3276978,29.3987064,44.6698723
