Temps,Teau,Tis,Tamb,Tcr
1624,27.459486,28.627142,26.4771519,28.3571167
1625,27.4597378,28.6271648,26.4772072,28.357172
1626,27.4608288,28.627264,26.4772816,28.3583183
1627,27.4610252,28.6274567,26.477314,28.3591576
1628,27.46385,28.6276741,26.4776802,28.3611698
1629,27.4642143,28.6279526,26.4778347,28.3612251
1630,27.4646339,28.6281433,26.4781666,28.3615875
1631,27.4660606,28.6282253,26.4785023,28.3616161
1632,27.4661198,28.628233,26.4785213,28.3627338
1633,27.4667873,28.628334,26.4787197,28.3629246
1634,27.4672909,28.6285896,26.4787388,28.3634892
1635,27.4674873,28.6287022,26.478857,28.3639088
1636,27.4696693,28.6287975,26.4789333,28.3646641
1637,27.4698124,28.62887,26.4793739,28.3657532
1638,27.4716587,28.629034,26.4795017,28.3700619
1639,27.4720497,28.6291828,26.4795208,28.3715439
1640,27.4725266,28.6291885,26.4798107,28.372736
1641,27.4733925,28.6292,26.4800186,28.3747482
1642,27.4735298,28.6292992,26.4802399,28.3748417
1643,27.4745655,28.6293564,26.4805851,28.3764534
1644,27.4747925,28.6297665,26.4809208,28.3769855
1645,27.4750443,28.6299038,26.4810333,28.3774071
1646,27.4776459,28.6300068,26.4816265,28.3774128
1647,27.4778404,28.6300411,26.481741,28.3780804
1648,27.4779816,28.6301155,26.4818211,28.378437
1649,27.4786243,28.6301441,26.4820251,28.3799744
1650,27.4792957,28.6301517,26.4820671,28.3809166
1651,27.4816971,28.6302433,26.482193,28.3818474
1652,27.4835072,28.63027,26.4823494,28.3821926
1653,27.4843311,28.6305542,26.482399,28.3822117
1654,27.4848633,28.6306,26.4829159,28.383152
1655,27.4868088,28.6306534,26.4829979,28.3836365
1656,27.4871006,28.6308689,26.4833431,28.3840847
1657,27.4883862,28.6308899,26.4837952,28.3844509
1658,27.4890747,28.6309547,26.4838104,28.3855839
1659,27.4896336,28.6311722,26.4838982,28.3863506
1660,27.4898014,28.6312046,26.484766,28.3866558
1661,27.4898281,28.6313171,26.4847946,28.3866749
1662,27.4898472,28.6316109,26.4852161,28.3873329
1663,27.4904289,28.631897,26.4852753,28.3876438
1664,27.49119,28.6320133,26.485302,28.3885746
1665,27.4918442,28.6320324,26.4853935,28.3889389
1666,27.4926548,28.6325321,26.4859219,28.389925
1667,27.4946117,28.6325455,26.4861202,28.3903236
1668,27.4946404,28.6326962,26.4862289,28.3907967
1669,27.4952278,28.633028,26.4863911,28.3913689
1670,27.4962349,28.6332417,26.4873333,28.3913784
1671,27.4974651,28.6333103,26.4873505,28.3916607
1672,27.4994698,28.6337051,26.4878216,28.3922634
1673,27.5005608,28.6338558,26.4885483,28.3922768
1674,27.5014839,28.6338673,26.4885998,28.3923359
1675,27.5018024,28.6338997,26.4898815,28.392767
1676,27.5033398,28.6343269,26.4900703,28.3931522
1677,27.5034142,28.6349373,26.4901333,28.3932056
1678,27.5045052,28.6349773,26.4903831,28.3933449
1679,27.504982,28.635006,26.4904194,28.3934269
1680,27.5056343,28.635231,26.490509,28.3934574
1681,27.5058765,28.6353569,26.4908924,28.3938293
1682,27.5066605,28.6354065,26.4909096,28.3939133
1683,27.50667,28.635582,26.4910088,28.3941002
1684,27.5078068,28.635582,26.4910259,28.3950405
1685,27.5080585,28.6356316,26.4913139,28.3961372
1686,27.5084782,28.6356564,26.4917488,28.3961964
1687,27.5090752,28.6358585,26.4918346,28.3962975
1688,27.5100994,28.6359978,26.4924946,28.396389
1689,27.5111904,28.6360645,26.4925461,28.3968391
1690,27.5121975,28.6360683,26.492569,28.3971157
1691,27.5132885,28.6362228,26.4929333,28.397234
1692,27.5183659,28.6362495,26.4929485,28.3977318
1693,27.5186749,28.6363697,26.4930153,28.3978348
1694,27.5204353,28.6364307,26.4930706,28.3980103
1695,27.5204639,28.6364689,26.4933224,28.3984966
1696,27.5207157,28.636795,26.4935875,28.3988609
1697,27.5209389,28.6368313,26.4938335,28.399044
1698,27.5211926,28.6370449,26.4941864,28.3991795
1699,27.5212193,28.6371441,26.4944248,28.3993073
1700,27.5216122,28.6371994,26.4944725,28.3993168
1701,27.5234852,28.6372681,26.4945374,28.3993759
1702,27.5236607,28.6373901,26.4949512,28.4001923
1703,27.524086,28.6373901,26.495121,28.4006996
1704,27.5258961,28.6375084,26.4952602,28.4012585
1705,27.5260029,28.6375103,26.4956322,28.4013367
1706,27.5261211,28.6376286,26.4961605,28.4014244
1707,27.5265694,28.6379299,26.4964867,28.4014435
1708,27.5266743,28.6380596,26.4965534,28.4015446
1709,27.5271492,28.6380672,26.4970722,28.4028854
1710,27.5271492,28.6380692,26.4971313,28.4030972
1711,27.5277996,28.6384716,26.4974003,28.4033051
1712,27.5278282,28.6384983,26.4974136,28.403717
1713,27.5281925,28.6387062,26.4975376,28.4040432
1714,27.5294151,28.638834,26.4976635,28.40411
1715,27.5298138,28.6389294,26.4977703,28.4048576
1716,27.5298691,28.63904,26.4981308,28.4055271
1717,27.5300388,28.6390781,26.4983711,28.4064789
1718,27.530262,28.6393929,26.4988155,28.4066029
1719,27.530899,28.6395874,26.4991379,28.4066181
1720,27.5311222,28.6398277,26.4992523,28.4074249
1721,27.5311775,28.6399746,26.4999332,28.4078274
1722,27.5330868,28.6401997,26.4999981,28.4082909
1723,27.5335903,28.6402493,26.5000935,28.4085236
1724,27.5365295,28.640274,26.5001125,28.4086094
1725,27.5366688,28.6405201,26.5005836,28.4087734
1726,27.537674,28.6406784,26.5008888,28.4089909
1727,27.5383472,28.6407032,26.5012856,28.4103947
1728,27.5385704,28.640749,26.501339,28.4104519
1729,27.5408077,28.6407909,26.5017071,28.4107857
1730,27.5411148,28.6408043,26.5023232,28.4117374
1731,27.5411186,28.6409492,26.5024395,28.4126625
1732,27.5418854,28.640976,26.5027332,28.4128304
1733,27.5457878,28.6410599,26.503088,28.4136066
1734,27.545845,28.641098,26.5033817,28.4137478
1735,27.5469074,28.6412277,26.5038586,28.4138317
1736,27.5470886,28.6413498,26.5043545,28.4141712
1737,27.5472431,28.6416168,26.5046101,28.4145794
1738,27.5478306,28.641674,26.5049286,28.4154015
1739,27.5488949,28.6418705,26.5049725,28.4158192
1740,27.5492306,28.6418972,26.5050507,28.4162655
1741,27.5498028,28.6420479,26.5055885,28.4166298
1742,27.5503483,28.6421108,26.5061111,28.4179707
1743,27.5505733,28.642128,26.5061398,28.4187546
1744,27.5508518,28.6425495,26.5068226,28.4190044
1745,27.5521946,28.6425991,26.5068817,28.4193287
1746,27.5523186,28.6427135,26.5069866,28.4194145
1747,27.5541248,28.6430206,26.5070591,28.4202347
1748,27.5547523,28.6430359,26.5070648,28.4203091
1749,27.5563469,28.6431808,26.5073833,28.4203186
1750,27.5564899,28.6432133,26.507391,28.4214649
1751,27.5571613,28.6434898,26.5076313,28.4222202
1752,27.5573292,28.6435184,26.5078659,28.4228897
1753,27.5584736,28.643631,26.5079155,28.4229202
1754,27.5585575,28.643713,26.5079174,28.423439
1755,27.5591602,28.6437664,26.5081158,28.423605
1756,27.5592289,28.6437759,26.5085125,28.4237289
1757,27.5593548,28.643795,26.5086193,28.4240932
1758,27.5594807,28.6440601,26.5088043,28.424221
1759,27.559679,28.6441269,26.5090122,28.4244461
1760,27.5597897,28.6442184,26.5090885,28.4249592
1761,27.560236,28.6445255,26.5091572,28.4267921
1762,27.5602512,28.6445293,26.5092297,28.4270172
1763,27.5604305,28.6446095,26.5095158,28.4279213
1764,27.5620823,28.6447315,26.5096016,28.4288445
1765,27.5623341,28.6447773,26.5096149,28.4293175
1766,27.5635681,28.6448669,26.5096855,28.4295425
1767,27.5638161,28.6449261,26.5098095,28.4297276
1768,27.5648251,28.6449318,26.5098782,28.4310684
1769,27.5649662,28.6452427,26.5100136,28.4313316
1770,27.5655518,28.6454086,26.5100384,28.4324093
1771,27.5657177,28.6456947,26.510294,28.4324303
1772,27.5661373,28.6457863,26.5112934,28.4328842
1773,27.5661373,28.6458073,26.5115395,28.4329605
1774,27.5666161,28.6460152,26.5115757,28.4332485
1775,27.5676231,28.6460629,26.5116692,28.4333878
1776,27.5676613,28.6461887,26.5117493,28.435009
1777,27.5688,28.6463127,26.511776,28.4352608
1778,27.5689316,28.6464252,26.511858,28.4359875
1779,27.5689659,28.647028,26.5118599,28.4360714
1780,27.5690765,28.647089,26.5121326,28.436491
1781,27.5695057,28.6470966,26.5126133,28.4385586
1782,27.570055,28.6471024,26.5132256,28.4394169
1783,27.5706463,28.6472874,26.5136566,28.4398098
1784,27.5707283,28.6474628,26.5144558,28.4398727
1785,27.5710354,28.6475391,26.5145416,28.4408722
1786,27.5717087,28.6478043,26.5146523,28.4409904
1787,27.5727253,28.6478481,26.5148582,28.4422417
1788,27.5733662,28.647871,26.5149212,28.4428844
1789,27.5733681,28.6478977,26.5149345,28.4432201
1790,27.5740032,28.647934,26.5150471,28.4433022
1791,27.5740948,28.647995,26.51511,28.4439182
1792,27.5746155,28.648119,26.5152817,28.4440575
1793,27.5755138,28.6481266,26.515501,28.4453716
1794,27.5755138,28.6482143,26.5158749,28.4488506
1795,27.5756607,28.6482944,26.5169621,28.4492569
1796,27.5756779,28.6485271,26.5170345,28.4499607
1797,27.5760136,28.6487064,26.5170898,28.4501781
1798,27.5762482,28.6487732,26.5172348,28.4508495
1799,27.5774155,28.648777,26.5178432,28.4520798
1800,27.578001,28.6489716,26.5181541,28.4524765
1801,27.579073,28.6489773,26.5184803,28.4542866
1802,27.5793533,28.6490974,26.5187416,28.4548035
1803,27.5800724,28.649168,26.518898,28.455698
1804,27.5810032,28.6492386,26.5194111,28.455801
1805,27.5815353,28.6492481,26.5202961,28.4571934
1806,27.5816746,28.649271,26.5203934,28.4573383
1807,27.5817032,28.6494331,26.5216408,28.4586601
1808,27.582058,28.6495876,26.5220852,28.458931
1809,27.5821342,28.6496582,26.5221138,28.4590988
1810,27.582283,28.6498299,26.5223179,28.4591637
1811,27.5823383,28.6501427,26.5228634,28.4591904
1812,27.5827103,28.6503181,26.5229912,28.4595184
1813,27.5828228,28.6504021,26.5232506,28.4599724
1814,27.583065,28.6505413,26.5235748,28.4603844
1815,27.5830746,28.6507664,26.5236454,28.4618187
1816,27.583868,28.6509151,26.5236568,28.4628792
1817,27.5839252,28.6510334,26.5241432,28.4632149
1818,27.5840664,28.6511574,26.5242825,28.4633827
1819,27.5848827,28.6511841,26.5242977,28.4634323
1820,27.5850887,28.6512318,26.5244904,28.4642982
1821,27.5861073,28.6513977,26.5245438,28.4650307
1822,27.5870857,28.651432,26.524601,28.4655628
1823,27.5874577,28.6514626,26.5246181,28.4664211
1824,27.5876446,28.65172,26.5249863,28.4683857
1825,27.5877075,28.6520157,26.5259705,28.4699154
1826,27.5878143,28.6522865,26.5261879,28.4700623
1827,27.5884571,28.6523476,26.5272808,28.4701519
1828,27.5893803,28.6523495,26.5274029,28.4702358
1829,27.590414,28.652792,26.5277996,28.4703426
1830,27.5904427,28.6529255,26.5279446,28.4711857
1831,27.5909462,28.6532345,26.5281658,28.472374
1832,27.5915051,28.6532421,26.5283146,28.4725704
1833,27.5918694,28.6533031,26.5285568,28.4726391
1834,27.5924644,28.6533623,26.5291424,28.4728012
1835,27.5941906,28.6533833,26.5293083,28.4732533
1836,27.5950298,28.6534061,26.5294075,28.4735336
1837,27.5951138,28.6536942,26.5295639,28.4744987
1838,27.595253,28.6538677,26.5298061,28.4752941
1839,27.5958691,28.6539097,26.5306187,28.4754295
1840,27.5961208,28.6539116,26.531662,28.4756012
1841,27.5968189,28.6540871,26.5316906,28.4769707
1842,27.5971184,28.6541061,26.5321312,28.4776134
1843,27.5977154,28.6542263,26.5328102,28.4776688
1844,27.598135,28.6542511,26.5328598,28.4777966
1845,27.5986938,28.6550026,26.5329533,28.4778652
1846,27.5992813,28.6552486,26.5331135,28.4799614
1847,27.5998688,28.6552811,26.5332298,28.4810238
1848,27.6031284,28.6553383,26.5332317,28.481554
1849,27.6034107,28.6555557,26.5339451,28.4817085
1850,27.6037483,28.6557655,26.5341339,28.4826164
1851,27.6039715,28.6560326,26.5341663,28.4830036
1852,27.6045589,28.6560421,26.5344257,28.4860973
1853,27.6047535,28.6563892,26.5346165,28.486166
1854,27.6051464,28.6564808,26.5349312,28.487278
1855,27.6060696,28.6565399,26.5350513,28.4897671
1856,27.6063595,28.6565399,26.535099,28.4899902
1857,27.6063786,28.6565475,26.5351028,28.4909115
1858,27.6066837,28.656683,26.5356045,28.491415
1859,27.6075287,28.6567955,26.5359039,28.4915314
1860,27.6078415,28.6568718,26.5362415,28.49259
1861,27.6079807,28.656971,26.5365257,28.4943771
1862,27.6080093,28.6571274,26.5372219,28.4949932
1863,27.6083717,28.6571522,26.5372257,28.4951878
1864,27.6088181,28.6582928,26.5372334,28.4953842
1865,27.6089878,28.6583652,26.5374413,28.4968929
1866,27.6093979,28.6584091,26.5379009,28.4974232
1867,27.6099854,28.6585884,26.5379066,28.4982338
1868,27.6105804,28.6586628,26.5381641,28.4983463
1869,27.6111031,28.6586628,26.5384216,28.5001621
1870,27.6112251,28.6587448,26.538435,28.5001907
1871,27.6116734,28.6589909,26.538496,28.5004692
1872,27.6123066,28.6590996,26.5385532,28.5057812
1873,27.6125011,28.6591434,26.5385628,28.5060616
1874,27.6148605,28.6592064,26.5385723,28.5074577
1875,27.6149731,28.6592789,26.5387936,28.5076542
1876,27.6160908,28.6599178,26.5391788,28.5102787
1877,27.6161938,28.6599827,26.5395927,28.5108948
1878,27.6164799,28.6600018,26.5398617,28.5131855
1879,27.616642,28.6600227,26.5401211,28.5132427
1880,27.6188316,28.6605072,26.5401211,28.5146122
1881,27.6195755,28.6606007,26.5404854,28.5155907
1882,27.620306,28.6607304,26.5408173,28.5161209
1883,27.6206646,28.6608334,26.541193,28.5164185
1884,27.621294,28.66115,26.5414314,28.5166245
1885,27.6213646,28.6614914,26.541441,28.5167637
1886,27.6214046,28.6617088,26.5417366,28.5172291
1887,27.6222992,28.661726,26.5420094,28.51791
1888,27.6244259,28.6618042,26.5422516,28.5179653
1889,27.6253204,28.6618271,26.5425816,28.5189171
1890,27.6270828,28.6618423,26.5429497,28.5192242
1891,27.6274185,28.6619854,26.5429955,28.5200214
1892,27.6277409,28.6621971,26.5433617,28.5203304
1893,27.6286087,28.662302,26.5434341,28.522398
1894,27.6296005,28.6627636,26.5435066,28.5229683
1895,27.6300488,28.6627922,26.5435467,28.5240192
1896,27.6302586,28.6631813,26.543869,28.524353
1897,27.6309872,28.6632786,26.543911,28.5249138
1898,27.631155,28.6634388,26.5439949,28.5252762
1899,27.6312943,28.6634579,26.5444202,28.5262547
1900,27.6344261,28.6634884,26.5447674,28.5266743
1901,27.635994,28.6635704,26.5447865,28.5293827
1902,27.6360855,28.6636276,26.5447941,28.5318718
1903,27.6361179,28.6637039,26.5453167,28.5326347
1904,27.6365604,28.6647606,26.5453892,28.5328503
1905,27.6366367,28.6648598,26.545475,28.533186
1906,27.6366634,28.6648922,26.5463486,28.5333538
1907,27.6367283,28.6649227,26.5468025,28.533493
1908,27.6370926,28.665184,26.5468235,28.5341148
1909,27.6372795,28.6653042,26.54702,28.5345058
1910,27.6391068,28.6661873,26.5470638,28.5346432
1911,27.6399651,28.6664219,26.5471096,28.5359573
1912,27.6400852,28.6666584,26.5473309,28.5360031
1913,27.6421261,28.6667862,26.5483494,28.5386715
1914,27.6427135,28.6667881,26.5486012,28.5388947
1915,27.6428833,28.6667938,26.5491295,28.5391178
1916,27.6430225,28.6669426,26.549345,28.539341
1917,27.6438332,28.6669903,26.5497932,28.5397854
1918,27.644104,28.6670303,26.5498257,28.5402355
1919,27.6441402,28.6672955,26.5503044,28.5406799
1920,27.6445045,28.6681633,26.5504131,28.5408382
1921,27.6469097,28.6683865,26.5506191,28.5416298
1922,27.646965,28.6686115,26.5508213,28.5417347
1923,27.6472168,28.6690788,26.5511551,28.5419636
1924,27.6501656,28.6691475,26.5516453,28.5426674
1925,27.6517868,28.6691875,26.5516548,28.5427952
1926,27.6518974,28.6692028,26.5519276,28.5432186
1927,27.6518993,28.6693344,26.5531425,28.5437737
1928,27.6523743,28.6693401,26.5535431,28.543972
1929,27.6528225,28.6697273,26.5536156,28.5452862
1930,27.6534462,28.6698875,26.5544872,28.5463848
1931,27.6551323,28.6699181,26.5544968,28.5466347
1932,27.6553669,28.6703434,26.5545063,28.5469398
1933,27.6565971,28.6706543,26.554512,28.5473862
1934,27.6566162,28.6708126,26.555151,28.5476131
1935,27.6583881,28.6709347,26.5551834,28.5480862
1936,27.6592827,28.6710339,26.555563,28.5481052
1937,27.6604748,28.6711864,26.5557041,28.5482845
1938,27.6607018,28.6712475,26.5559025,28.548563
1939,27.6607094,28.671299,26.5559444,28.5489521
1940,27.6624165,28.6713181,26.5559845,28.5500164
1941,27.6629391,28.6714439,26.5560207,28.5514069
1942,27.6631355,28.6718712,26.5562057,28.5515423
1943,27.6633301,28.6718731,26.5562401,28.5515423
1944,27.6635342,28.671917,26.556324,28.5527763
1945,27.6636944,28.6719894,26.558939,28.5528641
1946,27.6641216,28.6721802,26.5594997,28.55336
1947,27.6645985,28.6723251,26.5596352,28.5537891
1948,27.6645985,28.6725769,26.5597858,28.5542812
1949,27.664793,28.6728859,26.5598869,28.5544243
1950,27.6655121,28.6728916,26.5601482,28.5544853
1951,27.6655769,28.6732388,26.5608425,28.5545616
1952,27.6678333,28.6735191,26.5614567,28.5549068
1953,27.6680012,28.6735458,26.5615578,28.554924
1954,27.6713295,28.6735477,26.5616779,28.5553474
1955,27.6726723,28.6737957,26.5620117,28.5556335
1956,27.6739902,28.674017,26.5620861,28.5561562
1957,27.6742668,28.674387,26.562376,28.5565529
1958,27.6745186,28.67449,26.5624733,28.5571041
1959,27.6745491,28.6746597,26.5632591,28.5571346
1960,27.6746864,28.6751118,26.5634212,28.5573578
1961,27.6747456,28.67556,26.563612,28.5574474
1962,27.6752453,28.6757336,26.5638485,28.5574951
1963,27.6757793,28.6759777,26.5643196,28.5575867
1964,27.6769791,28.6760139,26.5643978,28.5576439
1965,27.6776791,28.6764431,26.5644569,28.5581951
1966,27.6778755,28.6765366,26.5644913,28.5587273
1967,27.6787167,28.6765652,26.564703,28.5588398
1968,27.6791916,28.6766872,26.5655537,28.5589237
1969,27.6793308,28.6767254,26.565773,28.5595627
1970,27.6794434,28.6774597,26.5658722,28.5606003
1971,27.6807556,28.6776161,26.5659809,28.5612488
1972,27.6821518,28.6777115,26.5660782,28.5614357
1973,27.6822662,28.677721,26.5665245,28.5615788
1974,27.6836395,28.6780205,26.5666294,28.5626125
1975,27.6845341,28.6780415,26.5667801,28.5628338
1976,27.6848145,28.6782227,26.5668125,28.5629482
1977,27.6864071,28.6783543,26.5668144,28.5659237
1978,27.6864586,28.6784229,26.5668316,28.5672359
1979,27.6871624,28.6788006,26.5669441,28.5675316
1980,27.6886959,28.6788559,26.5676136,28.5678921
1981,27.6906281,28.6791,26.567915,28.5709152
1982,27.6906586,28.6792965,26.5685349,28.5713711
1983,27.6907158,28.6793175,26.5685844,28.5727329
1984,27.6912155,28.6793518,26.5689411,28.5734291
1985,27.691946,28.679451,26.5690079,28.574028
1986,27.6923885,28.6796761,26.5690899,28.5749779
1987,27.6925297,28.6798725,26.5692387,28.5749779
1988,27.6926975,28.6799183,26.569315,28.575552
1989,27.6928959,28.6801414,26.569355,28.5757771
1990,27.6930904,28.6801987,26.5694199,28.5762348
1991,27.6932011,28.6808128,26.5696774,28.5766277
1992,27.6933956,28.6808281,26.5701065,28.5768661
1993,27.6935368,28.6812038,26.5704708,28.5772686
1994,27.6948509,28.6816177,26.5707932,28.5776043
1995,27.6960812,28.682085,26.5712547,28.5787792
1996,27.6981525,28.6821346,26.57131,28.580555
1997,27.698597,28.682373,26.5714111,28.5807514
1998,27.6986008,28.6829796,26.571434,28.5811977
1999,27.6993809,28.6829929,26.5715752,28.5817127
2000,27.6995754,28.6831055,26.5716114,28.5821037
2001,27.6998291,28.6831703,26.5717602,28.5821877
2002,27.7000809,28.6839199,26.571928,28.5835285
2003,27.7001076,28.6839256,26.5719967,28.5840759
2004,27.7001667,28.6839619,26.5720215,28.5845795
2005,27.7009506,28.6843891,26.5720673,28.5846081
2006,27.7031822,28.6846123,26.5722446,28.5848312
2007,27.7032967,28.6847248,26.5725288,28.5853348
2008,27.7047768,28.6847439,26.5726185,28.586771
2009,27.7062054,28.6847878,26.5733814,28.5870953
2010,27.7063198,28.6848278,26.5734081,28.5874424
2011,27.7073822,28.6852875,26.5738297,28.5881004
2012,27.7084446,28.6853943,26.5739594,28.588728
2013,27.7086697,28.6856709,26.5739727,28.588995
2014,27.7089748,28.6858807,26.5743752,28.5898056
2015,27.7090054,28.6862888,26.5749397,28.5962219
2016,27.7090282,28.6865196,26.5750217,28.5967522
2017,27.7091713,28.6865387,26.5754128,28.5977306
2018,27.7107067,28.6868591,26.5755672,28.5982723
2019,27.7115784,28.6869659,26.5757046,28.5993786
2020,27.7120457,28.6869755,26.5758572,28.6007214
2021,27.7121086,28.6872787,26.575901,28.6009998
2022,27.7126637,28.6873932,26.5760174,28.601141
2023,27.7129993,28.6874065,26.5760479,28.6017265
2024,27.713335,28.6874504,26.5762348,28.6018944
2025,27.7146549,28.6878471,26.5763607,28.6023979
2026,27.714735,28.687851,26.5766048,28.6031246
2027,27.714735,28.6881466,26.5768433,28.6044369
2028,27.7148743,28.6883163,26.5768681,28.6066456
2029,27.7151527,28.6883564,26.5773773,28.6071758
2030,27.7154045,28.6884689,26.5776901,28.6078186
2031,27.715601,28.6885014,26.5777283,28.6108646
2032,27.7157402,28.6887302,26.5777359,28.6118431
2033,27.7159081,28.6887989,26.5777969,28.6121616
2034,27.7170563,28.6888237,26.5780869,28.6125412
2035,27.7206917,28.6889305,26.5781517,28.613308
2036,27.7208061,28.6892796,26.5788364,28.6143131
2037,27.7213593,28.6893578,26.5791378,28.6162415
2038,27.7224503,28.6894226,26.5796223,28.6165771
2039,27.7229538,28.6895027,26.5796242,28.6174431
2040,27.7232342,28.6896286,26.5803432,28.6189232
2041,27.7233448,28.6896572,26.5803471,28.619566
2042,27.7237644,28.6899033,26.5804558,28.6198177
2043,27.7247429,28.6899414,26.5806866,28.6209068
2044,27.725666,28.6899471,26.5811539,28.6210194
2045,27.7266483,28.6899681,26.5812607,28.623003
2046,27.7273159,28.6903286,26.5812931,28.6240101
2047,27.7275963,28.690403,26.581337,28.6242886
2048,27.7306328,28.6904526,26.5813942,28.6273079
2049,27.7331066,28.6905117,26.5816422,28.6279221
2050,27.7336102,28.6907368,26.5818062,28.6288986
2051,27.7337646,28.690897,26.5824928,28.6298771
2052,27.7338219,28.6912994,26.5825119,28.6313286
2053,27.7342129,28.6914463,26.5826473,28.6315536
2054,27.7346439,28.6915302,26.5832653,28.6316357
2055,27.7349129,28.6916256,26.583601,28.6316929
2056,27.7353592,28.6916656,26.5838661,28.632391
2057,27.7364788,28.6918774,26.5843525,28.6338444
2058,27.7373848,28.6923275,26.5846157,28.634798
2059,27.7380447,28.6925354,26.5850487,28.6354923
2060,27.7387714,28.6926327,26.5851135,28.6364174
2061,27.7389507,28.692791,26.5852165,28.6365261
2062,27.7391357,28.692791,26.5853138,28.6366711
2063,27.7404499,28.6928234,26.5858116,28.637085
2064,27.7408123,28.6929321,26.586237,28.6375046
2065,27.7440853,28.6929817,26.5863705,28.637785
2066,27.7451763,28.6930275,26.5864239,28.638176
2067,27.7457085,28.6931267,26.5865421,28.6385384
2068,27.7480392,28.6931381,26.5865746,28.6386261
2069,27.7484493,28.6932144,26.5866241,28.6389065
2070,27.7485714,28.6932259,26.586874,28.6401348
2071,27.7490749,28.6932755,26.5868874,28.6406898
2072,27.7508812,28.6932888,26.5869293,28.6415558
2073,27.7510605,28.6933994,26.5870152,28.6427898
2074,27.7526531,28.6935539,26.5870399,28.6430702
2075,27.7528667,28.693676,26.5871544,28.6433487
2076,27.7549763,28.6938896,26.5876713,28.6449966
2077,27.7550316,28.6939068,26.5881615,28.64505
2078,27.7550316,28.6940708,26.5886879,28.6452217
2079,27.7560101,28.6941051,26.5894794,28.6460323
2080,27.7563457,28.6941185,26.5896397,28.6465855
2081,27.7575493,28.6941414,26.5898972,28.647234
2082,27.7589474,28.6941833,26.5903587,28.64958
2083,27.7597294,28.6942234,26.590498,28.6506977
2084,27.7597866,28.6942444,26.5907936,28.6555882
2085,27.7600098,28.6942673,26.5908394,28.6569023
2086,27.7625256,28.6943989,26.5911598,28.6572933
2087,27.7637844,28.6944351,26.5916843,28.6585503
2088,27.7653236,28.6944771,26.591835,28.6599407
2089,27.7796783,28.6945286,26.592041,28.6601925
2090,27.7804604,28.6945496,26.5921669,28.6607513
2091,27.7811871,28.6945972,26.5923214,28.6608067
2092,27.781971,28.6947155,26.5923615,28.6625671
2093,27.7821941,28.6948185,26.5929661,28.6628761
2094,27.782362,28.6948299,26.5930328,28.6629868
2095,27.784935,28.6950092,26.5930424,28.6636295
2096,27.784935,28.6950817,26.5930691,28.6637974
2097,27.7859707,28.6951714,26.5933113,28.6641884
2098,27.7859974,28.6952381,26.5934429,28.6645527
2099,27.7860546,28.6952858,26.593502,28.6650257
2100,27.7869205,28.6954746,26.5944138,28.6667595
2101,27.7871723,28.6957207,26.5946522,28.6679611
2102,27.7872276,28.6959152,26.5951023,28.66852
2103,27.7901649,28.6959572,26.5956535,28.6688309
2104,27.7906971,28.6962662,26.5962124,28.6707325
2105,27.7917595,28.6963081,26.5963974,28.6709499
2106,27.7948627,28.6963997,26.5968494,28.6713142
2107,27.809885,28.696579,26.5970154,28.6724091
2108,27.8101635,28.6969833,26.5974827,28.6727772
2109,27.8107243,28.6970367,26.5979557,28.6728897
2110,27.8108635,28.6972122,26.5984268,28.6730804
2111,27.8114204,28.6973839,26.5984402,28.673193
2112,27.8130722,28.6975498,26.5993462,28.6735554
2113,27.8134079,28.6976757,26.5994473,28.6743603
2114,27.8136597,28.6976757,26.5995502,28.6746998
2115,27.8143597,28.6977749,26.5996399,28.6747894
2116,27.8150558,28.6977882,26.599947,28.6754608
2117,27.8151703,28.6977921,26.5999985,28.675766
2118,27.8161488,28.6979275,26.600462,28.6762981
2119,27.8168201,28.6979485,26.6007137,28.6764622
2120,27.8172665,28.6980877,26.6012173,28.6769123
2121,27.8188057,28.6981068,26.601263,28.6773834
2122,27.8188343,28.6981068,26.6013985,28.6776962
2123,27.8210144,28.6981277,26.6014862,28.6779156
2124,27.822134,28.6981907,26.6015453,28.6781101
2125,27.8333263,28.6982613,26.6019306,28.6783943
2126,27.8336639,28.6982765,26.6022873,28.6790638
2127,27.8341961,28.6986179,26.6023655,28.680006
2128,27.837019,28.6991863,26.6036873,28.6813278
2129,27.837019,28.6994267,26.6038055,28.6813755
2130,27.837244,28.6995773,26.6038837,28.681551
2131,27.8384171,28.6997051,26.6039467,28.6817474
2132,27.8386974,28.6998138,26.6043015,28.682436
2133,27.8393555,28.6998234,26.6044502,28.6830044
2134,27.8398438,28.699995,26.6045971,28.6847534
2135,27.8401222,28.7000885,26.6047516,28.6858273
2136,27.8406277,28.7001209,26.604763,28.6863861
2137,27.8409348,28.7001305,26.6047916,28.6871071
2138,27.8410187,28.7002583,26.6052094,28.6876888
2139,27.8420105,28.7002945,26.6053467,28.6877537
2140,27.8421898,28.7003231,26.6055508,28.6877785
2141,27.8423882,28.7003403,26.6055717,28.688612
2142,27.8424988,28.700449,26.6058559,28.6886997
2143,27.842741,28.7004509,26.6061611,28.6906605
2144,27.842947,28.7006245,26.60746,28.6909084
2145,27.8429756,28.7006588,26.6074848,28.6917171
2146,27.8430042,28.7007122,26.608572,28.6922436
2147,27.8432255,28.7007351,26.6089878,28.6930256
2148,27.8451443,28.7007828,26.6094074,28.6936684
2149,27.8451748,28.7008724,26.6095123,28.6938648
