Temps,Teau,Tis,Tamb,Tcr
68,22.2206192,23.4954166,23.6559105,22.5113773
69,22.2281551,23.4955711,23.6563549,22.5146122
70,22.2304649,23.496666,23.6567841,22.5160141
71,22.2310791,23.4969025,23.6582317,22.5173645
72,22.2380886,23.4977894,23.6582966,22.5201168
73,22.2390175,23.4979343,23.6584454,22.5284729
74,22.2444992,23.4986076,23.6596146,22.5321465
75,22.2500229,23.5014381,23.6596642,22.549633
76,22.2541046,23.5021973,23.6611137,22.5699005
77,22.2575302,23.5060463,23.6624393,22.570406
78,22.2761917,23.5088825,23.6632938,22.5764771
79,22.2774563,23.5091438,23.6634254,22.5855541
80,22.2774925,23.5101452,23.6634541,22.5858345
81,22.2836494,23.5119839,23.6636391,22.5896835
82,22.2877808,23.5121117,23.6637878,22.5955029
83,22.2881947,23.5138168,23.6640759,22.5996037
84,22.2890472,23.5146236,23.6645851,22.6006165
85,22.2902813,23.5150433,23.665062,22.6017685
86,22.2913704,23.5154648,23.6656151,22.6024132
87,22.2955666,23.5164375,23.6657848,22.6053925
88,22.2965393,23.5193024,23.6680622,22.6055317
89,22.2975826,23.5200596,23.6688442,22.6062355
90,22.2987614,23.5205631,23.6695747,22.6067162
91,22.2989883,23.5211048,23.6703568,22.6076756
92,22.299633,23.5226517,23.670454,22.6079788
93,22.3002815,23.5232601,23.6717396,22.610487
94,22.3011875,23.52458,23.6727142,22.6116314
95,22.3038025,23.5284653,23.6729717,22.6118355
96,22.3043823,23.5311031,23.6738186,22.6120892
97,22.306015,23.5321598,23.6740494,22.6123352
98,22.307312,23.534153,23.6746025,22.6128464
99,22.3074284,23.5358944,23.675642,22.6136265
100,22.3103428,23.5368214,23.6761799,22.6143875
101,22.3107624,23.5387688,23.6787548,22.6148148
102,22.3109989,23.538805,23.6796284,22.6148663
103,22.3112431,23.540163,23.6801624,22.6152134
104,22.311552,23.5409813,23.6802464,22.6159611
105,22.3116932,23.5434837,23.6853333,22.6166401
106,22.3119259,23.5465736,23.686779,22.6172352
107,22.3121433,23.5476971,23.6868191,22.6194515
108,22.3129005,23.548315,23.6872597,22.620739
109,22.3130493,23.5497932,23.6873913,22.6217499
110,22.3153267,23.5547066,23.6875191,22.6231823
111,22.3159981,23.5565987,23.6888371,22.6234341
112,22.3165646,23.5596867,23.6895657,22.6241722
113,22.3166962,23.5612297,23.6896477,22.6252728
114,22.3169575,23.5619335,23.691433,22.6255131
115,22.3180542,23.5620995,23.6930885,22.6255398
116,22.3187752,23.5626335,23.6953068,22.6264248
117,22.3192616,23.5638943,23.6981564,22.6280136
118,22.3206005,23.5660019,23.6992302,22.6282368
119,22.3216228,23.567688,23.7010002,22.6284637
120,22.3228874,23.5678005,23.7025414,22.6293564
121,22.3231888,23.5698299,23.7057571,22.6294212
122,22.3234711,23.5707779,23.7062778,22.6316643
123,22.324461,23.5738926,23.7065582,22.6348419
124,22.3246593,23.5746174,23.7082081,22.6353798
125,22.3278255,23.5817814,23.7096443,22.6355858
126,22.3280888,23.5855427,23.7101517,22.6363831
127,22.3293133,23.5867214,23.7131519,22.6364517
128,22.3301411,23.58675,23.7131557,22.6373711
129,22.330534,23.5880413,23.7138863,22.6376266
130,22.3309002,23.5914669,23.7139664,22.6386433
131,22.3309269,23.5935955,23.7158318,22.6397915
132,22.3317413,23.5952587,23.7164402,22.6415901
133,22.3335896,23.6022854,23.7169991,22.6449585
134,22.3337097,23.6072731,23.7174511,22.6460533
135,22.3364086,23.6098022,23.7178402,22.6461182
136,22.3397675,23.6106415,23.7179527,22.6492882
137,22.3407917,23.6119576,23.719429,22.6493454
138,22.3409805,23.6138172,23.720005,22.6541538
139,22.3413181,23.6181679,23.7208157,22.654911
140,22.3435192,23.6203022,23.7238903,22.6553268
141,22.3436241,23.6303539,23.7264481,22.6559296
142,22.3450356,23.6385517,23.7271881,22.6614799
143,22.346405,23.6517735,23.7344284,22.6630611
144,22.3467426,23.6563778,23.7362804,22.6655312
145,22.3500595,23.6725483,23.7430916,22.6666355
146,22.352541,23.6777706,23.7444401,22.6676693
147,22.3599529,23.6779957,23.7450867,22.669096
148,22.3599529,23.6889725,23.7473164,22.6708946
149,22.3623409,23.6911335,23.7477665,22.6732883
150,22.3637829,23.6939983,23.7481289,22.6749763
151,22.3706284,23.6970577,23.7482414,22.6796894
152,22.3878613,23.6996403,23.7820415,22.6977406
153,22.4010162,23.7425919,23.8166237,22.7067184
154,22.4307804,23.7696247,23.8434315,22.7140102
155,22.443285,23.7778492,23.8803692,22.7339191
156,22.4656563,23.7910137,23.9034138,22.7410278
157,27.8554344,26.8299923,25.2812233,27.9901695
158,27.8625107,26.8348064,25.2859039,27.999115
159,27.8657551,26.835619,25.2919388,28.0028629
160,27.8658104,26.8373146,25.2990589,28.0059681
161,27.8665371,26.838398,25.3080215,28.0348854
162,27.8695297,26.83881,25.3132153,28.0393238
163,27.8719902,26.8417206,25.3192158,28.0545616
164,27.8739491,26.8424301,25.3193188,28.0788651
165,27.8747883,26.8425026,25.3269997,28.0866947
166,27.8759232,26.8432388,25.3370609,28.108242
167,27.8789387,26.8437805,25.3395023,28.1230965
168,27.8791676,26.8449001,25.342247,28.1565056
169,27.8796387,26.8458385,25.3428726,28.1759281
170,27.8799171,26.8461227,25.3430538,28.1793289
171,27.8809109,26.8465347,25.3463898,28.1941738
172,27.8821316,26.8468151,25.346962,28.2050858
173,27.8823509,26.8481388,25.3511925,28.223341
174,27.8826733,26.8481655,25.353014,28.2239265
175,27.8827972,26.8487759,25.3541069,28.2293034
176,27.8832226,26.8492298,25.3551712,28.2293243
177,27.8835506,26.8501263,25.3554993,28.2294083
178,27.8838196,26.850338,25.3596287,28.2303333
179,27.8839779,26.8504982,25.3625908,28.2319374
180,27.8849506,26.8506508,25.3630619,28.2321491
181,27.8866062,26.8508129,25.3669071,28.2325821
182,27.8866997,26.8509026,25.3678989,28.2330494
183,27.8867531,26.8510952,25.3690472,28.2335873
184,27.8869228,26.8517437,25.3698044,28.234148
185,27.8875084,26.8526115,25.3770657,28.2345676
186,27.8875656,26.8531494,25.3771229,28.2346783
187,27.8878651,26.8535213,25.3774567,28.23489
188,27.8879967,26.8540783,25.3775406,28.2350788
189,27.8885021,26.8541183,25.3807659,28.2351685
190,27.8886433,26.8542576,25.3816338,28.2352581
191,27.889286,26.8544025,25.3822346,28.2356491
192,27.8895702,26.8545647,25.3823242,28.2365875
193,27.8899021,26.8548298,25.3830929,28.2367954
194,27.8902779,26.8549328,25.3831844,28.2369347
195,27.8903351,26.855341,25.3860073,28.2371998
196,27.8906841,26.8553772,25.3865566,28.2372074
197,27.8906898,26.8554363,25.3895283,28.2383175
198,27.8908291,26.8556404,25.3897247,28.2383881
199,27.8910751,26.8557568,25.3933029,28.2386894
200,27.8911457,26.8560257,25.393568,28.2391396
201,27.8913555,26.8561249,25.3936367,28.2394848
202,27.8915787,26.8562908,25.3979893,28.2396393
203,27.8922806,26.8566189,25.4008045,28.2396564
204,27.8922844,26.8568821,25.4009933,28.2397175
205,27.8925552,26.8571796,25.401226,28.2398548
206,27.8925629,26.8573685,25.4017677,28.2398911
207,27.8929214,26.8574524,25.4024181,28.2400455
208,27.8931427,26.8575001,25.4025898,28.2401981
209,27.8931866,26.8580151,25.403347,28.2402153
210,27.8933182,26.858139,25.4036083,28.2403965
211,27.8939705,26.8586063,25.4058514,28.2404938
212,27.8940678,26.8588581,25.4065113,28.2405815
213,27.8948212,26.8591881,25.4099293,28.2406216
214,27.8951168,26.8595486,25.4106026,28.2413197
215,27.895813,26.8596249,25.4132595,28.2413769
216,27.8961334,26.8596439,25.413868,28.2416325
217,27.8964596,26.8599739,25.41395,28.2423668
218,27.8965816,26.8600445,25.4158478,28.242382
219,27.8966942,26.8601284,25.4177551,28.2424088
220,27.8969898,26.8601627,25.4178391,28.2424698
221,27.8971291,26.8602772,25.4181347,28.2425938
222,27.8978004,26.8611832,25.420969,28.2426033
223,27.8979969,26.8612041,25.4211693,28.2426186
224,27.8980103,26.861227,25.4216022,28.2428417
225,27.8980808,26.8617706,25.423418,28.2429276
226,27.899004,26.8620415,25.4237995,28.2429695
227,27.899519,26.8620987,25.4245586,28.2430096
228,27.900486,26.8622932,25.425066,28.2432346
229,27.9008961,26.8624802,25.4252052,28.2432346
230,27.90135,26.8626194,25.4258671,28.2432423
231,27.901371,26.8629932,25.4262524,28.2433929
232,27.901783,26.8631821,25.4264984,28.2434044
233,27.9023876,26.8632698,25.4271622,28.2435493
234,27.9025555,26.8635807,25.4272823,28.2437515
235,27.9026127,26.8638191,25.4275055,28.243988
236,27.9029102,26.8638306,25.427597,28.243988
237,27.9030476,26.8641586,25.4279461,28.2440434
238,27.9039097,26.8641644,25.4285507,28.2441559
239,27.9043159,26.8646145,25.4288864,28.2441959
240,27.9049797,26.86483,25.4308491,28.24436
241,27.9049988,26.8650398,25.4309349,28.244381
242,27.9050713,26.8651485,25.4311047,28.2445545
243,27.9053211,26.865263,25.4314785,28.2445621
244,27.9058151,26.8657742,25.4319305,28.2447128
245,27.9063587,26.865818,25.4329739,28.2450695
246,27.9075432,26.8661842,25.4344921,28.2454224
247,27.9078827,26.8661919,25.4349308,28.245554
248,27.9080658,26.8663788,25.4351597,28.2456245
249,27.9084549,26.8666019,25.4358578,28.2456913
250,27.9087067,26.8666973,25.4367599,28.2458744
251,27.9090405,26.866745,25.4389229,28.2459297
252,27.9094028,26.8669777,25.4401398,28.2462807
253,27.9096432,26.8680515,25.4404659,28.2463379
254,27.9099102,26.8681602,25.4407501,28.2463818
255,27.9099922,26.8682537,25.4408226,28.2469559
256,27.9102192,26.8684883,25.4420223,28.2472954
257,27.9103794,26.8686199,25.4424992,28.2473469
258,27.9111404,26.8686905,25.4425316,28.2473698
259,27.9111404,26.8690834,25.443428,28.2474174
260,27.9111404,26.869278,25.4440556,28.2475109
261,27.9111958,26.8695393,25.4440994,28.2475815
262,27.9115734,26.8696442,25.4453621,28.2476234
263,27.911644,26.8696976,25.4481926,28.2476978
264,27.9116993,26.8697948,25.4492035,28.2480736
265,27.9119701,26.8699169,25.4509106,28.2481518
266,27.9125938,26.8700981,25.4511261,28.2482929
267,27.9129562,26.8711243,25.4520397,28.2483921
268,27.9130707,26.8713036,25.452322,28.2485447
269,27.913393,26.8713303,25.4535847,28.2486153
270,27.914093,26.8714828,25.455822,28.2486572
271,27.9143124,26.8714981,25.4576015,28.2489223
272,27.9143772,26.8715839,25.4595222,28.2489681
273,27.9153366,26.8718414,25.4600258,28.2489777
274,27.9162483,26.8721333,25.461441,28.2489929
275,27.9163418,26.8722267,25.462841,28.2493572
276,27.9164257,26.8723202,25.4629078,28.2497044
277,27.9165668,26.8725071,25.4636211,28.2498055
278,27.9167881,26.8726654,25.4650364,28.2498264
279,27.9171963,26.8726673,25.4657898,28.2502823
280,27.9180908,26.8726711,25.4658337,28.2506008
281,27.9184036,26.8726864,25.4665489,28.250845
282,27.9188862,26.8728428,25.4673882,28.2509842
283,27.9188862,26.8728886,25.469101,28.2511578
284,27.9190807,26.8739967,25.469389,28.2513161
285,27.9193611,26.8741169,25.4706135,28.2514095
286,27.9196968,26.8744946,25.4723034,28.2515507
287,27.9202003,26.8746052,25.4725876,28.2518234
288,27.9203682,26.8746948,25.4736786,28.252203
289,27.9206123,26.8749409,25.4737625,28.2522297
290,27.9206429,26.8751373,25.4771347,28.2523193
291,27.92103,26.8755054,25.4773331,28.2525864
292,27.9211197,26.875515,25.4779816,28.2526188
293,27.9211197,26.8757744,25.4780102,28.252821
294,27.9212875,26.8761196,25.4781685,28.2529469
295,27.9215355,26.876173,25.4785633,28.2530746
296,27.9215851,26.8762512,25.4789753,28.2533894
297,27.921648,26.8763714,25.481514,28.2534447
298,27.9216957,26.8765411,25.4815235,28.2535133
299,27.9217281,26.876873,25.4817772,28.2536087
300,27.9218216,26.8770542,25.481966,28.2536182
301,27.9218807,26.8770866,25.4819832,28.2536602
302,27.9219532,26.8771725,25.4825916,28.253828
303,27.9222965,26.877306,25.4827137,28.2539082
304,27.9223232,26.8774624,25.4841766,28.254015
305,27.9225407,26.8777027,25.4844017,28.2540989
306,27.9225712,26.8781891,25.4849358,28.2541065
307,27.9227276,26.8783073,25.4852009,28.2541676
308,27.9227352,26.878376,25.485405,28.2543182
309,27.9227982,26.8785381,25.4860573,28.2547264
310,27.9229069,26.8787403,25.4861889,28.2550068
311,27.9234066,26.8788033,25.4863281,28.2551022
312,27.9235497,26.87883,25.4863911,28.2551632
313,27.9236126,26.8792305,25.4865265,28.2553616
314,27.9236584,26.8792725,25.4872875,28.2555904
315,27.9238853,26.879755,25.4873371,28.2557297
316,27.9240532,26.8798866,25.4900951,28.2561703
317,27.9241009,26.880291,25.4903107,28.2562828
318,27.9242458,26.8803501,25.4908791,28.256567
319,27.9242477,26.8805294,25.491972,28.256628
320,27.924551,26.8806038,25.4922237,28.2566795
321,27.9247837,26.8808098,25.4923496,28.2567673
322,27.9250107,26.8809071,25.4927101,28.2572517
323,27.9250374,26.8810997,25.4929352,28.2572956
324,27.9253693,26.8813763,25.4939022,28.2573185
325,27.9255047,26.8819027,25.4948082,28.2575188
326,27.9255829,26.8821354,25.4959488,28.2578526
327,27.9257374,26.8821926,25.4977455,28.2579098
328,27.9259853,26.8822479,25.4978504,28.2579136
329,27.9262123,26.8823452,25.4984341,28.2579174
330,27.9262581,26.882616,25.4993248,28.2579517
331,27.9264793,26.8827324,25.5001011,28.25811
332,27.9265137,26.8830318,25.5002193,28.2581768
333,27.9265404,26.8832836,25.5004616,28.2583847
334,27.9265747,26.8832836,25.5004826,28.2584
335,27.9270515,26.8832893,25.5007401,28.2584438
336,27.9271011,26.8833389,25.5007992,28.2589321
337,27.9275246,26.8834972,25.501358,28.2590313
338,27.9279175,26.8835545,25.5015278,28.25914
339,27.9280014,26.8835907,25.5025063,28.2592239
340,27.9280243,26.8837566,25.5038528,28.2593155
341,27.9281406,26.8838749,25.504385,28.2594147
342,27.9283562,26.8839054,25.5054207,28.2596149
343,27.92869,26.8843384,25.5056133,28.2597275
344,27.9290066,26.8845749,25.5061512,28.2598038
345,27.9292545,26.8846264,25.5064068,28.2598934
346,27.9294491,26.8848534,25.5066528,28.260006
347,27.9294987,26.8851204,25.5067978,28.2600384
348,27.9296169,26.8852749,25.5071907,28.26017
349,27.929697,26.8853035,25.5080261,28.2601891
350,27.9298191,26.8853817,25.5087852,28.260601
351,27.9300041,26.8853912,25.5093822,28.2608051
352,27.9302883,26.8854523,25.5094948,28.2608433
353,27.9314003,26.8855782,25.5101051,28.2608757
354,27.9315186,26.8859978,25.5101357,28.2608757
355,27.9318333,26.8860264,25.5102119,28.2609615
356,27.9320564,26.886282,25.510704,28.2609997
357,27.9323559,26.8863354,25.5112801,28.2610722
358,27.932394,26.8863373,25.5118084,28.2611561
359,27.9327145,26.8864307,25.5122032,28.2611809
360,27.9327145,26.8870792,25.5122643,28.2612877
361,27.9328651,26.8871517,25.5132809,28.261488
362,27.9329758,26.887228,25.5133667,28.2619076
363,27.9336414,26.8874912,25.5150394,28.262022
364,27.9336662,26.8876781,25.5158787,28.2624626
365,27.9337845,26.8877964,25.5166378,28.2624664
366,27.933897,26.8880138,25.517664,28.2624702
367,27.9343395,26.8884907,25.5184536,28.2627773
368,27.9343491,26.8889713,25.519352,28.2628307
369,27.9344559,26.8898811,25.5194073,28.2633324
370,27.9344616,26.890089,25.519516,28.2638931
371,27.9346581,26.890337,25.5198307,28.2641449
372,27.9348507,26.8905811,25.5199471,28.2641716
373,27.9350739,26.8910007,25.5203362,28.2642555
374,27.9352379,26.8910732,25.5206814,28.2643547
375,27.9352703,26.8910961,25.5208054,28.2643986
376,27.9354897,26.8912601,25.5208378,28.2646484
377,27.9356632,26.8912697,25.5212746,28.2651806
378,27.9362373,26.8915329,25.521452,28.2656574
379,27.9366341,26.8916855,25.521574,28.265852
380,27.9367733,26.8916893,25.5219383,28.2659359
381,27.9367771,26.8918514,25.5223217,28.2659359
382,27.9368076,26.8920078,25.522419,28.2662907
383,27.9369717,26.8923435,25.5226955,28.2663231
384,27.9370842,26.8925114,25.5227528,28.2664928
385,27.9371014,26.8927422,25.5229683,28.2670803
386,27.9371872,26.8928871,25.5235901,28.2671909
387,27.9373627,26.8929672,25.5246048,28.2672119
388,27.9374657,26.8931637,25.5248318,28.2680798
389,27.9378433,26.8932762,25.5248432,28.2682266
390,27.938343,26.8934155,25.524868,28.2686253
391,27.938448,26.8935585,25.5249538,28.2688274
392,27.9386463,26.8936653,25.5249958,28.2689247
393,27.9387302,26.8940868,25.5252495,28.2690315
394,27.9389515,26.8940887,25.5252972,28.2692356
395,27.9390888,26.8949413,25.5259781,28.2695141
396,27.9392433,26.8950768,25.5268631,28.2696819
397,27.939436,26.8952599,25.5268764,28.2700367
398,27.9395142,26.8954582,25.5269775,28.2708836
399,27.939518,26.8960514,25.5270176,28.2709923
400,27.9395485,26.8961334,25.5271168,28.2711582
401,27.9395981,26.8962402,25.5273151,28.271162
402,27.9398556,26.8963051,25.5273762,28.2715263
403,27.9400406,26.8963299,25.5274582,28.2719727
404,27.9400558,26.8964386,25.5275383,28.2728691
405,27.9402313,26.8965511,25.5282993,28.2729492
406,27.9406433,26.8966446,25.528368,28.2730885
407,27.9412174,26.8970356,25.5285931,28.2731476
408,27.9412193,26.8971481,25.5291939,28.2737274
409,27.9412861,26.8977566,25.5292454,28.273983
410,27.9417305,26.8978958,25.5293045,28.2744732
411,27.9418316,26.898016,25.5296402,28.2746773
412,27.9419422,26.8981514,25.5306759,28.2747707
413,27.9421654,26.8982105,25.5309868,28.2752094
414,27.9421673,26.8983707,25.531023,28.275383
415,27.9422512,26.8983974,25.5316086,28.2754402
416,27.9422607,26.8985424,25.5322323,28.2756004
417,27.9422855,26.8987942,25.5325336,28.2758865
418,27.9428463,26.8989792,25.5325832,28.2764549
419,27.943224,26.8995934,25.5331707,28.2768631
420,27.9434032,26.8996353,25.5331841,28.2772293
421,27.9434357,26.899929,25.5333405,28.2773399
422,27.943716,26.8999405,25.5334969,28.2777252
423,27.9439316,26.8999958,25.5339127,28.2778091
424,27.9440689,26.9000072,25.5340233,28.2780952
425,27.9444904,26.9002552,25.5346012,28.2783756
426,27.944519,26.9003582,25.5348167,28.2803822
427,27.9447136,26.9007511,25.5348186,28.2807236
428,27.94491,26.9008446,25.5351009,28.2815361
429,27.9449387,26.9008884,25.5351448,28.2817516
430,27.9451103,26.9013691,25.5354061,28.2818356
431,27.9451447,26.901535,25.5356388,28.2827854
432,27.9451904,26.9017029,25.5356655,28.2839088
433,27.9454174,26.901947,25.5359478,28.2849808
434,27.945488,26.9020329,25.5360794,28.2850285
435,27.9456425,26.9022427,25.5361538,28.2851677
436,27.9459991,26.9023819,25.5361977,28.2852173
437,27.9463921,26.9025211,25.5365238,28.2852592
438,27.9465008,26.9026146,25.5369816,28.2853642
439,27.9465637,26.9026413,25.5370445,28.286005
440,27.9466667,26.9031029,25.5371761,28.2863903
441,27.9466686,26.9031143,25.5379753,28.2868996
442,27.946703,26.903326,25.5380993,28.2880268
443,27.9467239,26.9036522,25.5381985,28.2886047
444,27.9467258,26.9039211,25.5382671,28.2886829
445,27.9468403,26.9042091,25.5387936,28.2889576
446,27.9470043,26.9044418,25.5393085,28.2895222
447,27.947155,26.9046307,25.53936,28.2903614
448,27.9473152,26.9049892,25.5395851,28.2912426
449,27.9474792,26.9049969,25.5396271,28.2913399
450,27.9477615,26.9052277,25.5401497,28.2915058
451,27.9480896,26.9054604,25.5405197,28.2924881
452,27.9482937,26.9055634,25.5406933,28.2927704
453,27.9483318,26.9056053,25.5408592,28.2927799
454,27.948576,26.9061604,25.5416679,28.2929363
455,27.9489918,26.9062424,25.541748,28.2930164
456,27.9491425,26.9063969,25.542141,28.2934151
457,27.9494934,26.9065342,25.5421886,28.2936745
458,27.9495792,26.9065971,25.5425301,28.2938881
459,27.9497452,26.9066277,25.5431499,28.293972
460,27.9497509,26.906765,25.5434742,28.2944832
461,27.9498291,26.9067726,25.5436745,28.2949219
462,27.9498348,26.9070702,25.5437984,28.2950726
463,27.9498672,26.9071522,25.5439301,28.295927
464,27.9502277,26.9074001,25.5439453,28.2961235
465,27.9502888,26.9076385,25.5442352,28.2964916
466,27.9503613,26.907692,25.5442524,28.2968254
467,27.9505119,26.9076996,25.5447006,28.2971859
468,27.9507504,26.9079628,25.544775,28.2973824
469,27.9507942,26.9079914,25.5448799,28.2975311
470,27.9508419,26.9081993,25.5449066,28.297699
471,27.9509754,26.9083443,25.5451107,28.2989578
472,27.9512577,26.9086876,25.5453835,28.2990685
473,27.9512615,26.9087601,25.5454826,28.2992916
474,27.9521313,26.9088478,25.5457497,28.2994041
475,27.952795,26.9091835,25.545845,28.2996006
476,27.9528275,26.9092808,25.5459461,28.3000736
477,27.9528885,26.9097786,25.546423,28.3002052
478,27.952961,26.9098053,25.546442,28.3011665
479,27.9529915,26.9099159,25.5464916,28.3011932
480,27.9529953,26.9101429,25.5472183,28.3039894
481,27.9531155,26.9101868,25.5474033,28.3046207
482,27.9532757,26.9104652,25.5477657,28.3056755
483,27.9533367,26.9104939,25.5484276,28.3064938
484,27.9533901,26.9106598,25.5485077,28.3067837
485,27.9534721,26.9107037,25.5488377,28.3069057
486,27.9536171,26.9107437,25.5489807,28.3070641
487,27.9536896,26.9110584,25.5491695,28.3070793
488,27.9536934,26.9111233,25.5491829,28.3071098
489,27.9537182,26.9111843,25.550333,28.3072891
490,27.953886,26.9112167,25.5504704,28.3075485
491,27.9539261,26.9113483,25.5505009,28.307724
492,27.9539394,26.9114113,25.5505486,28.3086109
493,27.9539776,26.9114952,25.5507107,28.3086739
494,27.9541626,26.9115028,25.5507679,28.3086948
495,27.9542885,26.9119225,25.5508862,28.3088131
496,27.9543095,26.9119949,25.5512543,28.3090305
497,27.954443,26.9125423,25.5515919,28.3096523
498,27.9549866,26.9125938,25.5521278,28.3097
499,27.9550304,26.9127045,25.5526009,28.3100357
500,27.9552078,26.9127903,25.5526428,28.3102036
501,27.9552841,26.9129581,25.5527344,28.3102112
502,27.9556484,26.9130783,25.5527954,28.3102226
503,27.9559307,26.913187,25.5528564,28.3108253
504,27.9560776,26.9135742,25.5529938,28.3119564
505,27.9562263,26.9136543,25.5531349,28.3122444
506,27.9563389,26.9139404,25.5532207,28.3122787
507,27.9563503,26.913969,25.553257,28.3125343
508,27.9563541,26.9140568,25.5534363,28.3126831
509,27.9563751,26.9143009,25.5538349,28.3127556
510,27.9565754,26.9143448,25.5539951,28.3128662
511,27.9565811,26.9143791,25.555582,28.3132782
512,27.956625,26.9144382,25.5558567,28.3134098
513,27.9566536,26.9146614,25.5561581,28.3135033
514,27.9566803,26.9146767,25.5562191,28.3138371
515,27.956707,26.9149666,25.5564327,28.3142929
516,27.9568748,26.9150276,25.5565739,28.31464
517,27.9570236,26.9150734,25.5566101,28.3147602
518,27.9570923,26.9151897,25.5567703,28.3148518
519,27.9571514,26.9153919,25.5569878,28.3153667
520,27.9572411,26.9157963,25.5570812,28.3154583
521,27.9579449,26.9160366,25.5572681,28.3157387
522,27.9580288,26.9161263,25.5575066,28.3167152
523,27.9582958,26.9161758,25.5576477,28.3169136
524,27.9583607,26.9163284,25.5579681,28.3174152
525,27.958416,26.916523,25.5579758,28.3178978
526,27.9584999,26.9165401,25.5579796,28.3179111
527,27.9585648,26.9165802,25.5581608,28.3186188
528,27.9586391,26.9165936,25.5582523,28.3191395
529,27.9586487,26.9166641,25.5584812,28.3193512
530,27.9587574,26.9167519,25.5584812,28.3194199
531,27.9589748,26.9169865,25.5589199,28.3194199
532,27.9590874,26.9170742,25.5593014,28.3197155
533,27.9591522,26.917141,25.5593987,28.3197708
534,27.9593658,26.917181,25.5595684,28.320322
535,27.9594269,26.9173069,25.5606098,28.320343
536,27.9594631,26.9173527,25.561121,28.3204346
537,27.9595814,26.9173927,25.5611343,28.3212509
538,27.9595947,26.9176006,25.5614948,28.3212814
539,27.95961,26.9176159,25.5627136,28.3214417
540,27.9596519,26.9176617,25.5627728,28.3218517
541,27.9599648,26.9178181,25.5632763,28.3219452
542,27.9601688,26.918047,25.563364,28.3220348
543,27.9601784,26.9181728,25.5634193,28.3227062
544,27.9602814,26.9182701,25.5635033,28.3227558
545,27.9603233,26.9183006,25.5639076,28.3244228
