Temps,Teau,Tis,Tamb,Tcr
45,25.702425,25.3254204,24.4170799,26.3309441
46,25.7029133,25.3254395,24.4172726,26.3311119
47,25.7029476,25.3255081,24.4179783,26.3311863
48,25.70298,25.3262081,24.4189892,26.3312244
49,25.7030487,25.3264484,24.4191799,26.3315773
50,25.7032566,25.326601,24.4194374,26.3316727
51,25.7032948,25.326786,24.4204712,26.3316727
52,25.7035847,25.3269958,24.4214516,26.3319454
53,25.7035923,25.3270931,24.4226589,26.3320065
54,25.7036133,25.3286648,24.4230537,26.3329258
55,25.704031,25.3294907,24.4231682,26.3331451
56,25.7040939,25.3296604,24.4246273,26.3331738
57,25.7041149,25.3299122,24.4247665,26.3334332
58,25.7041664,25.3307514,24.4255772,26.3334579
59,25.7042923,25.3322067,24.4256649,26.3338547
60,25.7045174,25.3326435,24.4288025,26.3338737
61,25.7046204,25.3342819,24.4289894,26.3339863
62,25.7048912,25.334465,24.4291992,26.3344727
63,25.7049255,25.3349152,24.4294491,26.334631
64,25.7050133,25.3349571,24.4294949,26.3350029
65,25.7050743,25.3356266,24.4308224,26.3350544
66,25.7050781,25.3358269,24.4319363,26.3350868
67,25.7051086,25.3368626,24.4324245,26.3352852
68,25.705122,25.3372517,24.4324417,26.3355293
69,25.7053871,25.3373928,24.4324532,26.3356209
70,25.7056293,25.3373928,24.4328423,26.3357544
71,25.7056541,25.3374157,24.4332695,26.3357544
72,25.70574,25.3377037,24.4335461,26.3359814
73,25.7059631,25.3382053,24.4336071,26.336237
74,25.7060242,25.3391056,24.4352551,26.336237
75,25.7060261,25.3396664,24.4354992,26.3365097
76,25.7060871,25.3414307,24.4358444,26.3366756
77,25.7060871,25.3416004,24.4361305,26.3367348
78,25.706356,25.3416557,24.4375858,26.3368149
79,25.7064133,25.3418388,24.4380322,26.3371582
80,25.7064571,25.3424091,24.4392662,26.3371792
81,25.706562,25.3443184,24.4399719,26.3372669
82,25.7065792,25.3447399,24.440115,26.337389
83,25.7065887,25.3453255,24.441349,26.3374348
84,25.7066193,25.3457756,24.4425106,26.3374348
85,25.7066383,25.3461666,24.4453316,26.3374863
86,25.7066631,25.3479023,24.4477005,26.3377419
87,25.7069244,25.3484955,24.4485531,26.3377705
88,25.7069321,25.3488007,24.4492321,26.3379097
89,25.7069416,25.3489399,24.4494209,26.3379421
90,25.7070045,25.3489723,24.4498215,26.3379898
91,25.7070599,25.3501167,24.4501553,26.3381023
92,25.7072411,25.3512383,24.4504642,26.3382454
93,25.707283,25.3512974,24.4505157,26.3383865
94,25.7073097,25.3516903,24.453968,26.3386078
95,25.7073631,25.3534565,24.4573078,26.339447
96,25.7074375,25.3547134,24.4576721,26.3396149
97,25.7074814,25.3555279,24.4618835,26.3396416
98,25.707489,25.3563404,24.4619656,26.3396435
99,25.7077332,25.3565083,24.4628067,26.3396988
100,25.7078133,25.3575459,24.4630318,26.3397026
101,25.7078552,25.358469,24.4637032,26.3400631
102,25.7079391,25.3594513,24.4637871,26.340683
103,25.7079887,25.3627625,24.464798,26.3407993
104,25.7080517,25.3638802,24.4696522,26.3409061
105,25.7081604,25.3640499,24.4698753,26.3419189
106,25.70821,25.3651123,24.4698906,26.3421707
107,25.7084179,25.3659534,24.4699039,26.3423958
108,25.7085094,25.3685646,24.4699306,26.3426189
109,25.7085533,25.3688431,24.4700584,26.3426743
110,25.7087059,25.3699627,24.4719219,26.3429794
111,25.7087669,25.3709717,24.4726524,26.3430672
112,25.7087803,25.3733253,24.4737186,26.3430958
113,25.7088108,25.3749828,24.4742222,26.3431797
114,25.7088737,25.3752899,24.4744473,26.3438721
115,25.7089329,25.3753185,24.4760723,26.3439064
116,25.7090015,25.375515,24.4763279,26.3442402
117,25.7092609,25.3793545,24.4795799,26.3447475
118,25.7092628,25.3807564,24.4807587,26.3447723
119,25.7093258,25.3814812,24.481123,26.3449364
120,25.7093868,25.3817081,24.481123,26.3451881
121,25.7095203,25.3831635,24.4812355,26.3454151
122,25.7095299,25.3835297,24.4814911,26.3455925
123,25.7095795,25.3854923,24.4816856,26.3462524
124,25.7096367,25.3880424,24.4829483,26.3472633
125,25.7096615,25.388464,24.4838734,26.347435
126,25.7099037,25.3885536,24.4839306,26.3479042
127,25.7099991,25.3888569,24.4844608,26.3479958
128,25.7100925,25.3889732,24.4861794,26.3480473
129,25.7102509,25.3905144,24.4873657,26.3482132
130,25.7102585,25.3907337,24.4891472,26.3484097
131,25.7103348,25.3916035,24.4892426,26.3487759
132,25.7103367,25.3921642,24.490696,26.3489132
133,25.7103424,25.392477,24.4913464,26.3490849
134,25.7104988,25.3925838,24.491394,26.3493919
135,25.710556,25.3930893,24.4915295,26.3494148
136,25.7107258,25.3937321,24.4927101,26.349905
137,25.7109509,25.3948536,24.4927483,26.350172
138,25.71105,25.3958015,24.4928551,26.3502693
139,25.7110806,25.3958607,24.4935513,26.3503017
140,25.7111244,25.3963776,24.4940014,26.3508492
141,25.7111492,25.3964005,24.4942589,26.3512783
142,25.7111778,25.3966579,24.494482,26.3514309
143,25.711298,25.3966713,24.4948254,26.3515587
144,25.7114639,25.3970909,24.4953518,26.3515797
145,25.7114811,25.3972149,24.4958286,26.3520222
146,25.7114868,25.3972416,24.4958935,26.3522739
147,25.7115116,25.397438,24.4959698,26.3528919
148,25.7115211,25.3975983,24.4962502,26.3538208
149,25.7115612,25.3986893,24.4966946,26.3538685
150,25.7115955,25.3987446,24.4972687,26.3542061
151,25.711607,25.3993626,24.4979324,26.3546391
152,25.7116165,25.4000168,24.4982414,26.3556881
153,25.7116795,25.4003525,24.4984894,26.3557167
154,25.7117081,25.4008007,24.4995117,26.3557587
155,25.7117233,25.4011879,24.4996433,26.3557587
156,25.7117805,25.4012966,24.4997101,26.3560944
157,25.711792,25.4018154,24.501276,26.3562489
158,25.7118092,25.4018383,24.5014038,26.3564186
159,25.7118626,25.4022598,24.50144,26.3565178
160,25.7119045,25.4023609,24.502161,26.3565865
161,25.7119675,25.4028378,24.5028515,26.356781
162,25.7119732,25.4030724,24.5030098,26.356781
163,25.7119961,25.4033413,24.5030651,26.3572426
164,25.7120323,25.4034081,24.5035706,26.3572712
165,25.7121277,25.4035931,24.5038738,26.3573704
166,25.712244,25.4038219,24.504776,26.3574524
167,25.7122803,25.4038486,24.505331,26.3579712
168,25.7122936,25.4039593,24.5054321,26.3582649
169,25.7123375,25.4040146,24.5057411,26.3583794
170,25.7125072,25.404047,24.5059052,26.3585911
171,25.7125511,25.4042149,24.5061207,26.3586979
172,25.7125587,25.4050617,24.5064411,26.3587418
173,25.7125607,25.4051399,24.5074081,26.3592052
174,25.7126083,25.4053898,24.5076065,26.3595543
175,25.7126484,25.4054165,24.5077038,26.3600864
176,25.7126846,25.4054585,24.508194,26.3602428
177,25.7126923,25.4054737,24.5092983,26.3604088
178,25.7127132,25.4055977,24.5094662,26.3604107
179,25.7128868,25.4058475,24.5094986,26.3605461
180,25.7129002,25.40592,24.5096855,26.36063
181,25.7129421,25.4059372,24.509798,26.3610649
182,25.7129478,25.4060764,24.5099373,26.361414
183,25.7130241,25.4060879,24.5106487,26.3617821
184,25.7130527,25.4061184,24.5108967,26.3618221
185,25.7131634,25.4064045,24.5114536,26.3618774
186,25.7131653,25.4066544,24.512291,26.3620453
187,25.7132244,25.4078903,24.5126114,26.3620739
188,25.713253,25.4080791,24.5131741,26.3624268
189,25.7133045,25.4081192,24.513258,26.3627186
190,25.7133179,25.4081211,24.5136509,26.3627605
191,25.7134342,25.4082775,24.5145206,26.3631649
192,25.7134972,25.4083385,24.5145397,26.3631668
193,25.7135048,25.4083633,24.5149364,26.3634319
194,25.7137432,25.4083862,24.5150204,26.3634624
195,25.7138138,25.4085827,24.5156536,26.3639488
196,25.7138901,25.4085979,24.5156708,26.3641071
197,25.7140198,25.4089584,24.516243,26.3645935
198,25.714077,25.4090595,24.5172138,26.3647346
199,25.7141094,25.4090767,24.5181103,26.3650703
200,25.7141571,25.4095993,24.5194302,26.36549
201,25.7143097,25.4098263,24.5195847,26.3654919
202,25.7143211,25.409832,24.5198135,26.3656578
203,25.7143345,25.4100761,24.5208454,26.3658829
204,25.7143421,25.41045,24.5208778,26.3661232
205,25.7143726,25.4105034,24.5210705,26.3661537
206,25.7143879,25.4110565,24.5215626,26.3664417
207,25.7144547,25.41115,24.5218887,26.366724
208,25.714468,25.4111977,24.5227394,26.3678417
209,25.7145767,25.4114475,24.5230064,26.3678913
210,25.714674,25.4115047,24.5238037,26.3680096
211,25.7147236,25.4115124,24.52388,26.368515
212,25.7147655,25.4118137,24.52388,26.368906
213,25.7147808,25.4119263,24.5249271,26.3693466
214,25.7147884,25.4119549,24.5253143,26.3695507
215,25.7148151,25.4121246,24.5258217,26.3698463
216,25.7148342,25.4122925,24.5263176,26.3701
217,25.7148628,25.4126072,24.5287876,26.3701935
218,25.7149296,25.4128227,24.5288181,26.3702431
219,25.7149391,25.4130402,24.5291862,26.3704472
220,25.714983,25.4131966,24.5301018,26.3707256
221,25.7150173,25.4134712,24.5303078,26.3707256
222,25.7150383,25.4138126,24.5307007,26.3709221
223,25.7150574,25.4138393,24.5312862,26.3713589
224,25.7151012,25.4138622,24.5314198,26.3714752
225,25.7151852,25.4140816,24.5328522,26.371954
226,25.7152138,25.4146233,24.5333366,26.3721828
227,25.7152634,25.4150391,24.5337486,26.3722668
228,25.7152691,25.4154568,24.5343704,26.3727436
229,25.7153053,25.4155731,24.5361767,26.3729382
230,25.715313,25.4155788,24.5362148,26.3730145
231,25.7153225,25.415617,24.5393963,26.373106
232,25.7154026,25.416357,24.5396214,26.3731365
233,25.7154655,25.4164391,24.5401173,26.3736115
234,25.7155991,25.4168339,24.5403423,26.3736591
235,25.7155991,25.4168396,24.5421333,26.3741112
236,25.7156067,25.417078,24.5426979,26.3748074
237,25.7156277,25.4171143,24.5431747,26.3749199
238,25.7157269,25.4174232,24.5446472,26.3750877
239,25.7157536,25.4175816,24.5448284,26.3755589
240,25.7158413,25.4177551,24.5451241,26.3756466
241,25.7159023,25.4178429,24.5451279,26.3758717
242,25.7159195,25.4184055,24.545702,26.3762074
243,25.7159634,25.4185429,24.5465546,26.3763199
244,25.715992,25.4185715,24.5468521,26.3763275
245,25.7160091,25.4185905,24.5474148,26.3774395
246,25.7160225,25.4189091,24.5483646,26.3775768
247,25.7160988,25.4191608,24.5484943,26.3782883
248,25.716135,25.419487,24.549448,26.3785038
249,25.7161369,25.4195518,24.54949,26.3785973
250,25.7162018,25.4195805,24.5505085,26.3790073
251,25.7164497,25.4196148,24.5508785,26.3790951
252,25.7164669,25.419754,24.5509109,26.3790951
253,25.7164783,25.4198608,24.5513496,26.3797359
254,25.7165279,25.4199982,24.5513554,26.3804913
255,25.7165394,25.4201756,24.5517063,26.3809719
256,25.7165909,25.4202843,24.5525894,26.3811913
257,25.716608,25.4206219,24.5527287,26.381424
258,25.7167091,25.4207344,24.552927,26.3821201
259,25.7167664,25.4208546,24.5532303,26.3827591
260,25.716835,25.4211845,24.5534878,26.3829594
261,25.7168484,25.4211922,24.5535984,26.3833199
262,25.7168903,25.4212341,24.5537815,26.3835163
263,25.7169342,25.4212627,24.5542393,26.383543
264,25.7172279,25.4217072,24.5547161,26.3836651
265,25.7173386,25.4218826,24.5549335,26.3845234
266,25.717577,25.4219933,24.554945,26.3856163
267,25.717659,25.4220505,24.5552425,26.385704
268,25.7176895,25.4222336,24.555685,26.3858395
269,25.7178001,25.422327,24.5557442,26.3865967
270,25.7179527,25.4224968,24.5558376,26.3870163
271,25.7180004,25.4225941,24.556036,26.3871288
272,25.7180405,25.4226627,24.556839,26.3874111
273,25.7180538,25.4230862,24.5573444,26.387579
274,25.7181034,25.423481,24.5582447,26.3876324
275,25.7181721,25.4235077,24.5587044,26.3876877
276,25.7182674,25.423645,24.5588169,26.3877201
277,25.718317,25.4237022,24.5588436,26.3880234
278,25.7184048,25.4238873,24.5593472,26.3881474
279,25.7184372,25.4241352,24.5596256,26.3883076
280,25.7185097,25.4244022,24.5597095,26.3883629
281,25.718771,25.425127,24.5605793,26.3888683
282,25.7188549,25.4252701,24.561285,26.3891716
283,25.7188606,25.4254093,24.5613365,26.3902359
284,25.7189331,25.4254246,24.5614796,26.3903236
285,25.7189808,25.4259338,24.5626183,26.3904877
286,25.7190952,25.4261303,24.562767,26.3917522
287,25.7191677,25.4261532,24.5640564,26.3927116
288,25.7192726,25.4264202,24.5643387,26.3927116
289,25.7193584,25.4266338,24.564703,26.3929005
290,25.7193718,25.4267921,24.5652275,26.392992
291,25.7194061,25.4275265,24.5652657,26.3931313
292,25.7196579,25.4276943,24.5654545,26.3937206
293,25.719677,25.4277229,24.5656567,26.3942719
294,25.7197075,25.4283295,24.5659676,26.3953991
295,25.7197571,25.4301491,24.5668907,26.3966312
296,25.7198658,25.4301891,24.5670872,26.3969975
297,25.7199669,25.4309902,24.5672264,26.3972473
298,25.7200165,25.4311562,24.5677071,26.3977242
299,25.7200184,25.431385,24.5682678,26.398901
300,25.7200279,25.4314499,24.5685463,26.4010849
301,25.7202053,25.4315529,24.5687408,26.4015045
302,25.7202644,25.4316177,24.5690556,26.4025116
303,25.7203388,25.4316349,24.5691814,26.4034348
304,25.7204075,25.4328194,24.5692215,26.4052849
305,25.7204094,25.432869,24.569603,26.4053116
306,25.720459,25.4330482,24.5698357,26.4061241
307,25.720562,25.4332886,24.571209,26.4071922
308,25.7206898,25.4333725,24.5723324,26.4100761
309,25.7207298,25.4334393,24.5725842,26.4126797
310,25.7208099,25.4336243,24.5726395,26.4127083
311,25.7208252,25.4339867,24.5726967,26.41436
312,25.7209225,25.4343643,24.5728836,26.4156761
313,25.7209377,25.4351501,24.573864,26.4158726
314,25.7210102,25.4353447,24.5738811,26.4160671
315,25.721077,25.4360046,24.5739002,26.4173851
316,25.7211113,25.4362106,24.5739021,26.4183826
317,25.7211208,25.4362297,24.5740414,26.4187565
318,25.7211895,25.4367199,24.5740452,26.4188118
319,25.7211914,25.4369392,24.5744152,26.4190617
320,25.7212353,25.4370785,24.5747185,26.4197636
321,25.721302,25.4371052,24.5756397,26.4201279
322,25.7214489,25.4377995,24.5761757,26.4201279
323,25.7214794,25.4389572,24.5764427,26.4205761
324,25.7216511,25.4391174,24.5764618,26.4210529
325,25.7217388,25.4396572,24.5765705,26.4217453
326,25.7217941,25.4399662,24.5766983,26.4219685
327,25.7218227,25.4406109,24.5767879,26.4252434
328,25.7218266,25.440937,24.5769348,26.4253559
329,25.7218418,25.4417572,24.577158,26.4280167
330,25.7218513,25.441843,24.5775509,26.4286613
331,25.7220783,25.4419193,24.5788364,26.4289417
332,25.7220879,25.4419537,24.5792732,26.4302292
333,25.7221146,25.4420948,24.5794296,26.4302559
334,25.7221241,25.4422073,24.5797615,26.4312096
335,25.7222462,25.4422913,24.5797901,26.4316292
336,25.7222557,25.4428234,24.5798779,26.432272
337,25.7222748,25.4433861,24.5805683,26.4326077
338,25.7223244,25.443552,24.5810013,26.4336166
339,25.7223263,25.4436646,24.5812988,26.4341774
340,25.7223549,25.4438801,24.5815601,26.4355755
341,25.7224674,25.4439735,24.5819168,26.436079
342,25.7224789,25.4440289,24.581955,26.4365845
343,25.7225132,25.444252,24.5820065,26.4367523
344,25.7225304,25.4443092,24.5822315,26.4370899
345,25.7226067,25.4453468,24.5824223,26.4373417
346,25.7226906,25.4454594,24.5825615,26.4378433
347,25.7227554,25.4458237,24.5828457,26.4384613
348,25.7228909,25.4473286,24.5832405,26.4386845
349,25.7229347,25.4476719,24.5832596,26.4391041
350,25.7229481,25.4493542,24.5832691,26.4396648
351,25.722971,25.4494572,24.5842171,26.4398518
352,25.7230244,25.4499416,24.5842495,26.4403095
353,25.723053,25.4507465,24.5844402,26.4403763
354,25.7230625,25.4513454,24.5844688,26.440588
355,25.7231693,25.4517956,24.5845966,26.4406834
356,25.7233257,25.4519329,24.5846081,26.440897
357,25.7233257,25.4521847,24.5848713,26.4409523
358,25.7234554,25.4531651,24.5853481,26.4410477
359,25.7234554,25.4533615,24.5855064,26.4430256
360,25.7234783,25.4534206,24.5855713,26.444603
361,25.7234879,25.4542217,24.5857983,26.4453201
362,25.7235203,25.4542904,24.5858994,26.44561
363,25.7235527,25.4547386,24.5867176,26.4466381
364,25.7235775,25.4557476,24.5869198,26.4469471
365,25.7236977,25.4563599,24.5872803,26.447319
366,25.7237206,25.456728,24.5875645,26.4475441
367,25.7237282,25.457428,24.5878277,26.4479275
368,25.7238235,25.4577618,24.5880108,26.4480553
369,25.7238483,25.4586048,24.5881691,26.4482994
370,25.7238598,25.4586334,24.5884571,26.4486294
371,25.7238827,25.459671,24.5886135,26.448719
372,25.7238998,25.4600067,24.5890999,26.4489326
373,25.7239094,25.4610157,24.589325,26.4496346
374,25.7239208,25.4611645,24.5903931,26.4499168
375,25.7239265,25.4615211,24.5908947,26.4499226
376,25.7239952,25.4619961,24.5910091,26.450016
377,25.7241192,25.4629784,24.591486,26.4507809
378,25.7241306,25.4639969,24.5921516,26.4513512
379,25.724205,25.4640503,24.5928802,26.4517517
380,25.7242603,25.4640808,24.5935383,26.4517632
381,25.7242737,25.4646988,24.5936832,26.4519386
382,25.7242813,25.4648933,24.5939484,26.4519958
383,25.7243195,25.4650898,24.5939541,26.4520149
384,25.7245712,25.4653988,24.5940037,26.4521637
385,25.7246494,25.4654827,24.594286,26.4522934
386,25.7246532,25.4661274,24.5948467,26.4526386
387,25.7246647,25.4674625,24.5956707,26.4526672
388,25.7246971,25.4676495,24.595686,26.4528542
389,25.7248898,25.4700508,24.595726,26.4530506
390,25.7249336,25.471489,24.5957489,26.4530602
391,25.7249374,25.4715919,24.5960846,26.4535637
392,25.725029,25.4726181,24.5962925,26.4536285
393,25.7251186,25.4740582,24.5965614,26.4536552
394,25.7251892,25.4747601,24.5965691,26.4537964
395,25.7252026,25.4751511,24.5971508,26.4538631
396,25.7252407,25.4753284,24.5971794,26.4540958
397,25.7252598,25.4787388,24.5978813,26.4544029
398,25.7252769,25.479744,24.5981827,26.4545918
399,25.7252865,25.4801216,24.5982456,26.4547195
400,25.7252941,25.4803734,24.5984707,26.4552231
401,25.7253819,25.4805984,24.5985813,26.4556007
402,25.7254009,25.4806824,24.5988274,26.4557762
403,25.7256088,25.4810181,24.599226,26.4559097
404,25.725626,25.4810734,24.5998497,26.456007
405,25.7256336,25.4812984,24.6000957,26.4561615
406,25.7257061,25.4819431,24.6004086,26.4564476
407,25.7257099,25.4822235,24.6004639,26.4566345
408,25.7257671,25.4830074,24.6008739,26.4566574
409,25.7258015,25.4832039,24.6017742,26.4567204
410,25.725872,25.4833355,24.602663,26.4567928
411,25.7259026,25.4849339,24.602705,26.4569721
412,25.725914,25.4849415,24.6033573,26.4571266
413,25.7259178,25.4854336,24.6035233,26.4576435
414,25.7259464,25.4854374,24.6045895,26.4578552
415,25.7259827,25.4856281,24.6048927,26.4582596
416,25.7260227,25.4869518,24.6052952,26.4583435
417,25.7260418,25.48773,24.6054363,26.4585114
418,25.7260971,25.4879131,24.6058216,26.4587116
419,25.7262707,25.4882679,24.6069221,26.4593601
420,25.7262917,25.4897003,24.6073608,26.4595203
421,25.7262955,25.49049,24.6078663,26.4597721
422,25.7262993,25.490736,24.6079369,26.4597931
423,25.7263069,25.4915218,24.6094952,26.4598064
424,25.7263794,25.492075,24.6101704,26.4598427
425,25.7264309,25.4923134,24.6108322,26.4603958
426,25.7265511,25.4925518,24.6110497,26.4604206
427,25.7265797,25.4930038,24.6111183,26.4606056
428,25.7266026,25.4933357,24.6113472,26.4607124
429,25.7266731,25.493391,24.6118145,26.4611454
430,25.7269535,25.493454,24.6121521,26.4612274
431,25.7270203,25.4935875,24.6130295,26.4613323
432,25.7271748,25.4940434,24.6133118,26.461647
433,25.7271938,25.4944916,24.6133919,26.4616928
434,25.7272148,25.4948215,24.613699,26.4617615
435,25.7272873,25.4951363,24.614624,26.4619083
436,25.7273579,25.4952984,24.614975,26.4620686
437,25.727438,25.4956055,24.615078,26.462141
438,25.7274818,25.4956398,24.6152992,26.4622936
439,25.7275009,25.4963665,24.6165047,26.4623833
440,25.7275124,25.4963684,24.61693,26.4625797
441,25.7276306,25.4969578,24.6178894,26.4632034
442,25.7277317,25.4970398,24.6182137,26.4632053
443,25.727766,25.4970417,24.6185513,26.4632874
444,25.7278137,25.4970703,24.6187229,26.463419
445,25.7278328,25.4972363,24.619669,26.4634571
446,25.7278595,25.4973469,24.6204987,26.4637775
447,25.727869,25.4982758,24.6207142,26.4642029
448,25.7278862,25.4997253,24.6207733,26.4645882
449,25.7278996,25.5002098,24.6208744,26.464632
450,25.7281265,25.5002098,24.6209869,26.4646873
451,25.7282581,25.5002365,24.6218643,26.4649029
452,25.728281,25.5013504,24.6222267,26.4649162
453,25.7283211,25.501442,24.6222858,26.4650574
454,25.7284355,25.5020332,24.6228199,26.465126
455,25.7284946,25.5026951,24.6234245,26.4653606
456,25.7284985,25.5032349,24.624218,26.4653893
457,25.728672,25.5033131,24.6243916,26.4657249
458,25.7287159,25.5045223,24.6250362,26.4659767
459,25.7287655,25.5061607,24.6251431,26.4661274
460,25.7288876,25.5063286,24.6251984,26.4665928
461,25.7289047,25.5064011,24.6257153,26.4666214
462,25.7289524,25.5070572,24.6261082,26.4666767
463,25.729023,25.5071144,24.6269608,26.4669476
464,25.7291298,25.5072536,24.6278954,26.4670124
465,25.7291908,25.5073662,24.6280155,26.4671288
466,25.729269,25.5079536,24.6285419,26.4672089
467,25.7293015,25.5080585,24.629467,26.4672699
468,25.7293835,25.5082455,24.6295013,26.4675159
469,25.7294941,25.5087585,24.6296806,26.4677696
470,25.7294998,25.5099163,24.6300488,26.4677963
471,25.7295151,25.5100956,24.630867,26.4679642
472,25.7295494,25.5109673,24.6313744,26.4679661
473,25.7296333,25.512188,24.6315212,26.4679985
474,25.7297554,25.5123272,24.6328411,26.4680099
475,25.729784,25.5142059,24.6331425,26.4682446
476,25.7297955,25.5143871,24.6334267,26.4683285
477,25.7298203,25.5145397,24.6334496,26.4683495
478,25.7298603,25.5158577,24.6335621,26.4684124
479,25.7298965,25.5164928,24.6340427,26.4684868
480,25.7299042,25.5165024,24.6343746,26.4685535
481,25.7302055,25.5170918,24.6350422,26.4685574
482,25.7302475,25.5173683,24.6350861,26.4686642
483,25.7302608,25.518364,24.6359062,26.4686642
484,25.7302856,25.5202446,24.6372223,26.4687805
485,25.7302876,25.5202847,24.6374989,26.468977
486,25.7303562,25.5209274,24.6377316,26.4690208
487,25.7305412,25.5209541,24.638588,26.469265
488,25.7306366,25.5211411,24.6388359,26.4693642
489,25.7306976,25.5214462,24.6388645,26.4695606
490,25.7309284,25.5218792,24.6389923,26.4696636
491,25.7309799,25.522892,24.6394844,26.4701653
492,25.7310696,25.5233688,24.6397648,26.4702339
493,25.7313366,25.5237198,24.6404305,26.4702892
494,25.7313766,25.5238991,24.6404629,26.4709606
495,25.731432,25.5239429,24.6408539,26.4711723
496,25.7314339,25.5249062,24.6408634,26.4713802
497,25.7314472,25.5253754,24.6410732,26.4716091
498,25.7316284,25.5254612,24.6413097,26.471693
499,25.731699,25.5255737,24.6413879,26.4718571
500,25.7318668,25.5255775,24.6413994,26.4720821
501,25.7319126,25.5258255,24.642067,26.4721928
502,25.7319298,25.5263081,24.6423302,26.4726143
503,25.7319298,25.5266094,24.642519,26.472662
504,25.7319794,25.5266724,24.642767,26.4729538
505,25.7320061,25.5269108,24.6427727,26.4730053
506,25.7320671,25.5270023,24.6429024,26.4730263
507,25.7322063,25.5271149,24.6437321,26.4732285
508,25.7322674,25.5272484,24.6439762,26.4732609
509,25.7323895,25.527977,24.6443501,26.4733238
510,25.7325306,25.528717,24.6446342,26.4733906
511,25.7325554,25.5288315,24.6447582,26.4735546
512,25.7326374,25.5288448,24.6449375,26.4736481
513,25.7327385,25.52911,24.6457844,26.4736538
514,25.7327995,25.5291805,24.646328,26.473732
515,25.732851,25.5293579,24.6463909,26.4739513
516,25.7329502,25.5301189,24.6464691,26.4740028
517,25.7330303,25.5301628,24.6466713,26.4741287
518,25.733099,25.5302582,24.6469383,26.4742031
519,25.733139,25.5308762,24.6474552,26.4743195
520,25.7331562,25.5311508,24.6477032,26.4743481
521,25.7332115,25.5314789,24.6477642,26.4745445
522,25.733326,25.531683,24.6479836,26.4746227
523,25.7334671,25.5319138,24.6484947,26.4748287
524,25.7335625,25.5327148,24.6486282,26.4748917
525,25.733572,25.5333691,24.6486893,26.4749355
526,25.7335949,25.5343685,24.6489582,26.4752941
527,25.7336426,25.5349026,24.6491604,26.4753284
528,25.7336502,25.535183,24.6492729,26.4753819
529,25.7337589,25.5352058,24.6493359,26.475441
530,25.7338409,25.5353813,24.6494045,26.4756031
531,25.7338581,25.5354137,24.6496696,26.4758892
532,25.733902,25.5355778,24.6497231,26.4759178
533,25.7339706,25.5356388,24.6498299,26.4761677
534,25.7340679,25.535656,24.6514893,26.476593
535,25.7340832,25.5359478,24.6515217,26.4768143
536,25.7341251,25.5359497,24.651804,26.4773483
537,25.7341557,25.5362186,24.6519947,26.4775639
538,25.7342186,25.5363884,24.6521378,26.4776573
539,25.734293,25.5364685,24.6526718,26.4776745
540,25.734375,25.5365295,24.6532211,26.4777679
541,25.7344284,25.5368443,24.6537666,26.4780102
542,25.7344761,25.5370045,24.654213,26.4781857
543,25.7345428,25.5370407,24.6546307,26.4782734
544,25.7345715,25.537487,24.654747,26.4783134
545,25.7345734,25.5375099,24.6549129,26.4792252
