"Temps"	"Teau"	"Tis"	"Tamb"	"Tcr"
"6600"	6600	32.2906151	33.9480667	30.2360287	34.1201935
"6700"	6700	32.3657951	33.8241577	30.2897129	34.2344742
"6800"	6800	32.4583168	33.7909966	30.0944824	34.2902489
"6900"	6900	32.5844231	33.9967422	30.5740929	34.4600906
"7000"	7000	32.6790352	34.3862762	31.9491863	34.5820122
"7100"	7100	32.9180794	34.3188095	30.8715477	34.7224731
"7200"	7200	32.9338264	34.7752609	32.5395775	34.8928146
"7300"	7300	33.0602226	35.0629005	30.920845	35.04916
"7400"	7400	33.218502	34.9230423	30.9692879	35.180336
"7500"	7500	33.3569145	35.3305664	31.2394791	35.378273
"7600"	7600	33.5750961	35.0514793	31.697916	35.5359116
"7700"	7700	33.6131248	35.3557396	32.6881676	35.7323837
"7800"	7800	33.7604675	35.3396645	31.5934753	35.8302765
"7900"	7900	33.8732033	35.1526718	28.0818825	35.7179718
"8000"	8000	34.0020905	34.882019	29.5453892	35.4197617
"8100"	8100	34.1362152	35.1849327	28.6858616	35.9041252
"8200"	8200	34.2646103	35.5616341	29.0821018	36.1878548
"8300"	8300	34.380558	35.7830811	28.8793888	36.3444672
"8400"	8400	34.5147247	35.8374062	28.5412273	36.4531937
"8500"	8500	34.5652351	35.7892036	28.4331913	36.5564919
"8600"	8600	34.6796417	35.7648392	28.9622478	36.7247849
"8700"	8700	34.8081894	36.0404243	28.8008423	36.9206657
"8800"	8800	34.9514694	35.9930229	28.6619701	37.0361748
"8900"	8900	35.0662003	36.287899	29.0816116	37.1608582
"9000"	9000	35.1983871	36.3226357	28.7536602	37.2489777
"9100"	9100	35.3252258	36.1877785	28.0859852	37.304966
"9200"	9200	35.475914	36.426651	29.1204777	37.5035286
"9300"	9300	35.6105843	36.6411247	29.6831646	37.6811066
"9400"	9400	35.7569656	36.5134735	28.8472481	37.8603745
"9500"	9500	35.8728065	36.7148285	28.6485977	38.01791
"9600"	9600	35.9664612	36.7293015	29.5203209	38.1486816
"9700"	9700	36.1196098	36.929493	29.7125893	38.3385048
"9800"	9800	36.2822151	36.8711662	28.8422585	38.5325584
"9900"	9900	36.5225792	36.8075371	29.6141224	38.6081314
"10000"	10000	36.6556969	37.1239777	30.0195351	38.8623428
"10100"	10100	36.7688141	37.1133804	29.9571285	38.9756203
"10200"	10200	36.8607597	37.0667648	29.4808464	39.1441307
"10300"	10300	36.9924316	36.931572	29.505167	39.2754021
"10400"	10400	37.0903435	36.8257866	28.795496	39.3766556
"10500"	10500	37.2485847	36.8795738	29.4168835	39.5089149
"10600"	10600	37.3851585	37.052475	29.5061703	39.6298828
"10700"	10700	37.5279045	36.9570999	29.1956902	39.7004128
"10800"	10800	37.6662254	36.7704506	29.6346111	39.7727242
"10900"	10900	37.7679443	36.758213	29.7189522	39.8882103
"11000"	11000	37.9022217	36.8891754	29.3147068	40.04953
"11100"	11100	38.0361977	36.8258133	29.5059013	40.2089157
"11200"	11200	38.1645317	36.4745064	28.5557842	40.103611
"11300"	11300	38.2887001	36.5008163	29.3642464	40.2323914
"11400"	11400	38.3933487	36.4929314	29.7641048	39.6843987
"11500"	11500	38.5158691	36.4698639	29.7398472	39.8207512
"11600"	11600	38.6492615	37.0431709	29.8672085	40.5722542
"11700"	11700	38.7462502	37.11763	28.5647526	40.6585274
"11800"	11800	38.8701019	37.3814926	28.2926693	41.1629753
"11900"	11900	39.0215721	37.6544418	28.7082024	41.6135941
"12000"	12000	39.1340141	37.7084427	28.8405609	41.5226097
"12100"	12100	39.2569962	37.9306946	28.8948154	41.6490097
"12200"	12200	39.3428192	38.088768	29.0930176	41.7095871
"12300"	12300	39.4924164	38.2290421	28.8857937	41.8383636
"12400"	12400	39.6096764	38.3489189	28.70504	41.9331245
"12500"	12500	39.7219658	38.4463463	28.7336864	42.1437149
"12600"	12600	39.8479996	38.3037605	28.4100933	42.1037025
"12700"	12700	39.9297905	38.2220802	29.0337677	42.3243484
"12800"	12800	40.0579033	38.4049149	28.8983479	42.6031914
"12900"	12900	40.1866035	38.5609245	29.0098019	42.6597328
"13000"	13000	40.3371468	38.6743774	29.2107143	42.9559937
"13100"	13100	40.4654121	38.7884598	29.8412971	43.4143715
"13200"	13200	40.6115952	38.9452782	29.9519653	43.4724388
"13300"	13300	40.7704124	39.1221619	28.728384	43.2393532
"13400"	13400	40.8940926	38.9969063	28.6708317	43.2973518
"13500"	13500	40.9810638	38.7328377	28.6620789	43.1380386
"13600"	13600	41.0113945	38.2162704	29.0486279	41.9448853
"13700"	13700	41.1099815	38.5255089	28.3829193	42.3705177
"13800"	13800	41.1127968	38.3942947	28.6995811	42.5833549
"13900"	13900	41.1400185	38.6449814	28.711998	42.5819511
"14000"	14000	41.2234917	38.6824265	29.0386124	42.7527161
"14100"	14100	41.3365097	38.8569489	29.6205559	42.8687515
"14200"	14200	41.4259644	38.7338829	28.8597412	42.9720345
"14300"	14300	41.4949722	38.7996368	29.3195572	43.0240173
"14400"	14400	41.5846214	38.8865242	29.4691849	43.1115913
"14500"	14500	41.6813278	38.9372673	29.5433865	43.2365952
"14600"	14600	41.8012657	39.0016975	29.2026157	43.3344574
"14700"	14700	41.87183	39.0153732	29.0327778	43.3953247
"14800"	14800	41.969841	38.8936005	29.077692	43.4841766
"14900"	14900	42.0348129	39.0537834	29.5919037	43.5089836
"15000"	15000	42.1526756	39.0554466	28.838728	43.6016464
"15100"	15100	42.23526	39.1440468	29.2600861	43.6751785
"15200"	15200	42.3329048	38.9592857	29.0341434	43.7736473
"15300"	15300	42.394989	38.7710533	28.5132141	43.7818336
"15400"	15400	42.468029	38.6637344	28.4727879	43.8185577
"15500"	15500	42.5028343	38.4980545	28.4159355	43.8093567
"15600"	15600	42.5214195	38.3772392	28.409647	43.7970619
"15700"	15700	42.5543404	38.2615929	28.4826126	43.7986488
"15800"	15800	42.6255035	38.2937202	28.5433426	43.8406563
"15900"	15900	42.7122192	38.2573624	29.2114429	43.9808159
"16000"	16000	42.8029213	38.3165283	29.1334362	44.0674438
"16100"	16100	42.8821106	38.3820724	29.5552616	44.2038918
"16200"	16200	42.9397278	38.3746452	29.2909069	44.2528267
"16300"	16300	43.0330315	38.4152374	28.8310585	44.2909431
"16400"	16400	43.1312141	38.4735565	29.1580811	44.4660339
"16500"	16500	43.21875	38.5530357	28.8550625	44.4571609
"16600"	16600	43.2891273	38.3495064	29.2084465	44.5940895
"16700"	16700	43.2948341	38.2991447	29.3275833	44.6217079
"16800"	16800	43.3606606	38.2740784	29.2730293	44.6305885
"16900"	16900	43.4051323	38.3982697	29.6730442	44.7385712
"17000"	17000	43.5008545	38.6131248	28.8103237	44.7998581
"17100"	17100	43.6038322	38.5813675	29.9932861	44.8513489
"17200"	17200	43.6699104	38.6805267	29.0069752	44.9112396
"17300"	17300	43.6902847	38.7696419	29.5107117	45.0535393
"17400"	17400	43.7529526	38.9235535	29.5820026	44.7241096
"17500"	17500	43.8712578	38.9776459	29.340662	44.7631111
"17600"	17600	43.8871765	39.1749306	29.5762787	44.8541489
"17700"	17700	43.9741669	39.3449364	28.9849014	44.9272003
"17800"	17800	44.0643196	39.5887642	29.0766106	44.9379807
"17900"	17900	44.1784554	39.6850243	29.5245399	45.0553551
"18000"	18000	44.2487755	39.5963058	29.3443012	45.1679153
"18100"	18100	44.2821045	39.4122009	28.8623142	45.2195549
"18200"	18200	44.3114243	39.47052	28.9379387	45.2300301
"18300"	18300	44.4003754	39.5275345	28.5026989	45.1106529
"18400"	18400	44.4588432	39.3367233	29.3605728	45.3769112
"18500"	18500	44.4886398	39.393425	28.7533875	45.49683
"18600"	18600	44.5423775	39.5078316	28.7162533	45.4536629
"18700"	18700	44.5967789	39.6567917	29.0320034	45.6150131
"18800"	18800	44.6865921	39.8358383	29.1601601	45.6657181
"18900"	18900	44.7630043	39.9885216	29.5005741	45.7488632
"19000"	19000	44.8096542	40.0458031	29.420084	45.8060303
"19100"	19100	44.8940964	40.148716	29.4930458	45.8809814
"19200"	19200	44.9585838	40.1613998	29.5327168	45.9752045
"19300"	19300	45.0107727	40.1652069	29.7412624	45.972599
"19400"	19400	45.0552292	40.1675377	29.2360764	46.0778008
"19500"	19500	45.133976	40.321228	29.5834999	46.1665077
"19600"	19600	45.2060089	40.3897972	29.5097008	46.2757225
"19700"	19700	45.2847328	40.4688148	29.8937969	46.3573723
"19800"	19800	45.2467346	40.4154701	29.2864437	46.5864067
"19900"	19900	45.3096352	40.3996849	29.0567799	46.6840973
"20000"	20000	45.4370537	40.5304756	29.0339394	46.7823181
"20100"	20100	45.4665146	40.3166275	29.1229992	46.1715813
"20200"	20200	45.5543633	40.2285805	29.1301479	46.8408813
"20300"	20300	45.6325111	40.151825	29.5727406	46.9078293
"20400"	20400	45.6640358	40.0492935	29.6093044	46.9954262
"20500"	20500	45.6736107	39.9693832	29.8005314	47.0446739
"20600"	20600	45.7540588	39.9322624	29.7422409	47.0204124
"20700"	20700	45.8566475	40.0999565	30.2738972	47.1487083
"20800"	20800	45.924633	40.3326111	29.781023	47.2363739
"20900"	20900	46.0360031	40.2226181	29.803484	47.1463737
"21000"	21000	46.024826	40.3397942	29.4521275	47.3572083
"21100"	21100	46.0748901	40.6207008	30.5812912	47.4463234
"21200"	21200	46.1467896	40.7323074	29.3892231	47.4714203
"21300"	21300	46.1575775	40.6026344	29.6730709	47.4654541
"21400"	21400	46.2000885	40.5314484	29.8028622	47.4668198
"21500"	21500	46.2458572	40.5641594	29.5226154	47.4018555
"21600"	21600	46.3145828	40.7246933	30.0495968	47.5008774
"21700"	21700	46.3843384	40.7707787	29.5162315	47.5116882
"21800"	21800	46.4559212	40.7308388	29.6052456	47.5793571
"21900"	21900	46.5121574	40.8024178	30.0046558	47.673851
"22000"	22000	46.5057144	40.753891	29.214592	47.736927
"22100"	22100	46.5303116	40.7603951	29.5075855	47.7190056
"22200"	22200	46.5623283	40.4749641	29.1753159	47.6088181
"22300"	22300	46.6077461	40.3822861	29.6111927	47.8464241
"22400"	22400	46.6943016	40.499176	30.6140747	47.9435349
"22500"	22500	46.7364769	40.7240105	30.3358555	47.989109
"22600"	22600	46.7875977	40.8799858	30.4022121	47.9842148
"22700"	22700	46.8520584	40.953228	30.3112144	47.9760971
"22800"	22800	46.9219742	41.1663971	30.959568	48.0895615
"22900"	22900	46.9562035	41.0300179	30.1474018	48.1239014
"23000"	23000	46.9958267	41.1794014	30.6808929	48.1409874
"23100"	23100	47.0640411	41.2507935	30.5561237	48.1745644
"23200"	23200	47.106411	41.3532562	29.8377094	48.2264366
"23300"	23300	47.1420555	41.2944832	30.4351997	48.2474174
"23400"	23400	47.1984787	41.2894859	29.8163662	48.2809982
"23500"	23500	47.2098961	41.1769257	29.7520409	48.2914696
"23600"	23600	47.2476959	41.2320061	29.7064228	48.2577896
"23700"	23700	47.2201462	40.6743431	29.6790199	47.6988182
"23800"	23800	47.2396507	40.4092293	30.0303726	47.593338
"23900"	23900	47.2926865	40.7685509	29.9236279	47.851017
"24000"	24000	47.3265266	40.5353889	30.6801281	47.8216743
"24100"	24100	47.3323593	40.5206871	30.2019291	47.7882423
"24200"	24200	47.3705254	40.8738708	30.1473446	47.8811417
"24300"	24300	47.3402023	40.8011551	29.8587513	47.8629417
"24400"	24400	47.4214783	40.7866364	30.4956684	48.1426353
"24500"	24500	47.4202003	40.694046	30.3047695	48.1118927
"24600"	24600	47.4608192	41.1977196	29.6829681	48.2785072
"24700"	24700	47.4970398	41.0656586	30.3160343	48.2509193
"24800"	24800	47.5321083	41.1782417	30.2071342	48.2064552
"24900"	24900	47.5291634	41.3081665	29.8646526	48.2478752
"25000"	25000	47.5385704	41.1518974	30.326498	48.2612267
"25100"	25100	47.5548439	41.0548973	30.5829277	48.2334976
"25200"	25200	47.5856323	41.1079712	30.6782799	48.2389603
"25300"	25300	47.6521759	41.3550987	30.2945728	48.2488747
"25400"	25400	47.6823921	40.9951744	29.9366169	48.20895
"25500"	25500	47.6846733	41.1082878	29.8359337	48.2388077
"25600"	25600	47.6686363	40.8694191	30.1448746	48.1205788
"25700"	25700	47.6614532	41.0505867	30.1250877	48.0764694
"25800"	25800	47.6612358	41.1378784	30.2708282	48.0834007
"25900"	25900	47.6704865	41.121479	30.1432114	48.1112022
"26000"	26000	47.7054749	40.8539696	30.4751396	48.09272
"26100"	26100	47.7026176	40.9461937	30.4112587	47.9977264
"26200"	26200	47.7293701	40.696331	30.0781307	47.8727264
"26300"	26300	47.7232361	40.5897827	30.318327	47.802494
"26400"	26400	47.6860924	40.1518669	30.5091343	47.7258339
"26500"	26500	47.6771622	40.1976585	30.0950718	47.5797806
"26600"	26600	47.605999	39.6733208	30.6555214	47.596405
"26700"	26700	47.4914398	40.4198647	30.0046349	48.027977
"26800"	26800	47.4600143	40.690773	29.5774307	47.9600487
"26900"	26900	47.600975	41.5118637	30.4308071	47.9626617
"27000"	27000	47.5019798	40.8307686	30.0099812	48.0536728
"27100"	27100	47.4960785	40.6396561	30.3464184	48.0831871
"27200"	27200	47.4774704	41.0911026	30.5169907	48.0454674
"27300"	27300	47.5063629	41.1021843	30.4188957	48.0941734
"27400"	27400	47.5181007	41.1707497	30.340765	48.1239243
"27500"	27500	47.5306664	41.2201195	30.437439	48.1091156
"27600"	27600	47.5505905	41.4039497	30.4380646	48.1227951
"27700"	27700	47.5760918	41.1329155	30.2803745	48.1260033
"27800"	27800	47.5752335	41.6618843	30.4666309	48.0063553
"27900"	27900	47.6220436	41.8090439	30.2794628	48.0556526
"28000"	28000	47.5908012	41.3020172	30.2030754	48.084362
"28100"	28100	47.6028557	41.1010017	30.2552242	48.0176926
"28200"	28200	47.4568558	40.8285484	30.0101604	48.1417389
"28300"	28300	47.508831	41.0147133	30.7832832	48.1438866
"28400"	28400	47.5149117	41.2814865	30.3109818	48.1180344
